id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
31,8,1,Next bus to the city center leaves in 15 minutes.,Следующий автобус в центр через 15 минут.,El próximo autobús al centro sale en 15 minutos.,sleduyushchiy avtobus v tsentr cherez 15 minut,el proksimo autobus al sentro sale en 15 minutos,некст бас ту зэ сити сентэр ливз ин фифтин минтс,эль проксимо аутобус аль сентро сале эн 15 минутос,nekst bas tu de siti senter livz in fiftin mints,sleduiushchii avtobus v tsentr cherez 15 minut,NPC
32,8,2,How much is the ticket?,Сколько стоит билет?,¿Cuánto cuesta el boleto?,skolko stoit bilet,kuanto kuesta el boleto,хау мач из зэ тикет,куанто куэста эль болето,jau mach iz de tiket,skolko stoit bilet,User
33,8,3,"Five euros, exact change please.","Пять евро, сдачи нет.","Cinco euros, cambio exacto por favor.",pyat evro sdachi net,sinko euros kambio eksakto por fabor,файв юроуз эксэкт чейндж плиз,синко эурос камбио эксакто пор фавор,faiv iurouz eksekt cheinj pliz,piat evro sdachi net,NPC
34,8,4,Here’s six. Keep the change.,Вот шесть. Сдачи не надо.,Aquí seis. Quédese con el cambio.,vot shest sdachi ne nado,aki seis kedese kon el kambio,хирз сикс кип зэ чейндж,аки сейс кедесе кон эль камбио,jirz siks kip de cheinj,vot shest sdachi ne nado,User
35,8,5,Thank you. Platform 3.,Спасибо. Платформа 3.,Gracias. Andén 3.,spasibo platforma 3,grasias anden 3,сенк ю плэтформ три,грасиас анден 3,zank iu platform tri,spasibo platforma 3,NPC
36,8,6,Got it. Thanks!,Понял. Спасибо!,Entendido. ¡Gracias!,ponyal spasibo,entendido grasias,гот ит сенкс,энтендидо грасиас,got it zenks,ponial spasibo,User
37,9,1,Information desk. Where are you going?,Справочная. Куда направляетесь?,Mostrador de información. ¿A dónde va?,spravochnaya kuda napravlyaetes,mostrador de informasion a donde ba,информэйшн дэск уэр ар ю гоуинг,мострадор де информасьон а донде ва,informeishn desk uer ar iu going,spravochnaia kuda napravliaetes,NPC
38,9,2,To the museum. Which line?,В музей. Какая ветка?,Al museo. ¿Qué línea?,v muzey kakaya vetka,al museo ke linea,ту зэ мьюзиэм уич лайн,аль музео ке линиа,tu de miuziem uich lain,v muzei kakaia vetka,User
39,9,3,"Take the blue line, direction North.","Синяя линия, направление Север.","Tome la línea azul, dirección Norte.",siniy liniya napravlenie sever,tome la linea asul direksion norte,тэйк зэ блю лайн дирэкшн норс,томе ла линиа асул дирексьон норте,teik de bliu lain direkshn nors,siniia liniia napravlenie sever,NPC
40,9,4,How many stops?,Сколько остановок?,¿Cuántas paradas?,skolko ostanovok,kuantas paradas,хау мэни стопс,куантас парадас,jau meni stops,skolko ostanovok,User
41,9,5,Seven stops. Get off at Museum Station.,Семь остановок. Выходите на Музейной.,Siete paradas. Bájese en Estación Museo.,sem ostanovok vykhodite na muzeynoy,siete paradas bajese en estasion museo,сэвн стопс гет оф эт мьюзиэм стэйшн,сьете парадас бахесе эн эстасьон музео,sevn stops get of et miuziem steishn,sem ostanovok vijodite na muzeinoi,NPC
42,9,6,Perfect. Thank you!,Отлично. Спасибо!,Perfecto. ¡Gracias!,otlichno spasibo,perfekto grasias,перфект сенк ю,перфекто грасиас,perfekt zank iu,otlichno spasibo,User
43,10,1,Welcome to returns. Keys and contract?,Добро пожаловать на возврат. Ключи и договор?,Bienvenido a devoluciones. ¿Llaves y contrato?,dobro pozhalovat na vozvrat klyuchi i dogovor,bienbenido a debolusiones yabes i kontrato,уэлком ту ритёрнз киз энд контракт,бьенвенидо а деволусьонес йавес и контрато,uelkom tu riternz kiz and kontrakt,dobro pozhalovat na vozvrat kliuchi i dogovor,NPC
44,10,2,"Here. Full tank, no damage.","Вот. Полный бак, без повреждений.","Aquí. Tanque lleno, sin daños.",vot polnyy20 bak bez povrezhdeniy,aki tanke yeno sin danos,хир фул тэнк ноу дэмэдж,аки танке йено син даньос,jir ful tenk nou demidj,vot polnii bak bez povrejdenii,User
45,10,3,Let me inspect. Looks good.,Позвольте проверить. Выглядит хорошо.,Déjeme revisar. Se ve bien.,pozvolte proverit vygladit khorosho,dejeme rebisar se be bien,лет ми инспект лукс гуд,дехеме ревисар се ве бьен,let mi inspekt luks gud,pozvolte proverit vigladit jorosho,NPC
46,10,4,Any extra charges?,Дополнительные сборы есть?,¿Cargos extras?,dopolnitelnye sbory est,kargos ekstras,эни экстра чарджиз,карго экстрас,eni ekstra chardjiz,dopolnitelnie sbori est,User
47,10,5,None. You’re all set. Receipt?,Нет. Всё в порядке. Чек нужен?,Ninguno. Todo listo. ¿Recibo?,net vsyo v poryadke chek nuzhen,ninguno todo listo resibo,нан ёр ол сет рисиит,нингун тодо листо ресибо,nan ior ol set risiit,net vsio v poriadke chek nujen,NPC
48,10,6,"Yes, please. Thanks!","Да, пожалуйста. Спасибо!","Sí, por favor. ¡Gracias!",da pozhaluysta spasibo,si por fabor grasias,йес плиз сенкс,си пор фавор грасиас,ies pliz zenks,da pozhaluista spasibo,User
