id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
11,3,3,"Taylor, your eyes are captivating. Can I get your number?","Тейлор, твои глаза завораживающие. Могу я взять твой номер?","Taylor, tus ojos son cautivadores. ¿Puedo tener tu número?",teilor tvoi glaza zavorazhivaiushchie mogu ia vziat tvoi nomer,tailor tus ojos son kautibadores puedo tener tu numero,тейлор ёр айз ар кэптивейтинг кэн ай гет ёр намбер,тайлор тус охос сон кауティブадорес пуэдо тенер ту ну mero,teilor ior aiz ar kaptiveiting kan ai get ior namber,teilor tvoi glaza zavorazhivaiushchie mogu ia vziat tvoi nomer,NPC
12,3,4,"Thanks, here it is.","Спасибо, вот он.","Gracias, aquí está.",spasibo vot on,grasias aki esta,сенкс хир ит из,грасиас аки эста,zanks jir it is,spasibo vot on,User
13,4,1,Would you like to go on a date with me?,Хочешь пойти со мной на свидание?,¿Quieres ir a una cita conmigo?,khochesh poyti so mnoy na svidanie,kieres ir a una sita conmigo,ууд ю лайк ту го он э дейт уиз ми,кьерес ир а уна сита конмиго,ud iu laik tu go on a deit uid mi,jochesh poiti so mnoi na svidanie,NPC
14,4,2,"Yes, I'd love to.","Да, с удовольствием.","Sí, me encantaría.",da s udovolstviem,si me enkantaria,йес айд лав ту,си ме энкантария,ies aid lav tu,da s udovolstviem,User
15,4,3,How about dinner this weekend?,Как насчёт ужина в эти выходные?,¿Qué tal una cena este fin de semana?,kak naschyot uzhina v eti vykhodnye,ke tal una sena este fin de semana,хау эбаут диннер зис уикенд,ке таль уна сена эсте фин де семана,jau abaut diner dis uikend,kak naschiot uzhina v eti vijodnie,NPC
16,4,4,That sounds perfect.,Это звучит идеально.,Eso suena perfecto.,eto zvuchit idealno,eso suena perfekto,зэт саундз перфект,эсо суэна перфекто,dat saunds perfekt,eto svuchit idealno,User
17,5,1,You look amazing tonight.,Ты выглядишь потрясающе сегодня вечером.,Te ves increíble esta noche.,ty vygliadish potriasaiushche segodnia vecherom,te bes inkreible esta noche,ю лук эмэйзинг тунайт,те вес инкреибле эста ноче,iu luk ameizing tuna it,ti vigladish potriasaiushche segodnia vecherom,NPC
18,5,2,"Thank you, you look great too.","Спасибо, ты тоже выглядишь отлично.","Gracias, tú también te ves genial.",spasibo ty tozhe vygliadish otlichno,grasias tu tambien te bes jenial,сенк ю ю лук грейт ту,грасиас ту тамбьен те вес хениаль,zank iu iu luk greit tu,spasibo ti tozhe vigladish otlichno,User
19,5,3,I'm having a great time with you.,Мне очень приятно с тобой.,Me estoy divirtiendo mucho contigo.,mne ochen priiatno s toboy,me estoi dibirtiendo mucho kontigo,айм хэвинг э грейт тайм уиз ю,ме эстой дивіртьендо мучо контиго,aim javing a greit taim uid iu,mne ochen priiatno s toboi,NPC
20,5,4,Me too.,Мне тоже.,Yo también.,mne tozhe,io tambien,ми ту,йо тамбьен,mi tu,mne tozhe,User
21,6,1,I really like you.,Ты мне очень нравишься.,Me gustas mucho.,ty mne ochen nravishsia,me gustas mucho,ай рилли лайк ю,ме густас мучо,ai rili laik iu,ti mne ochen nravishsia,NPC
22,6,2,I like you too.,Ты мне тоже нравишься.,Me gustas también.,ty mne tozhe nravishsia,me gustas tambien,ай лайк ю ту,ме густас тамбьен,ai laik iu tu,ti mne tozhe nravishsia,User
23,6,3,Can I kiss you?,Можно тебя поцеловать?,¿Puedo besarte?,mozhno tebia potselovat,puedo besarte,кэн ай кис ю,пуэдо бесарте,kan ai kis iu,mozhno tebia potselovat,NPC
24,6,4,Yes.,Да.,Sí.,da,si,йес,си,ies,da,User
25,7,1,We've been dating for a while now.,Мы встречаемся уже какое-то время.,Hemos estado saliendo por un tiempo.,my vstrechaemsia uzhe kakoe-to vremia,emos estado saliendo por un tiempo,уив бин дейтинг фор э уайл нау,эмос эстадо сальендо пор ун тьемпо,uiv bin deiting for a uail nau,mi vstrechaemsia uzhe kakoe-to vremia,NPC
26,7,2,"Yes, it's been wonderful.","Да, это было замечательно.","Sí, ha sido maravilloso.",da eto bylo zamechatelno,si a sido marabiyoso,йес итс бин уандерфул,си а сидо марабильосо,ies its bin uanderful,da eto bilo zamechatelno,User
27,7,3,I think I'm falling in love with you.,"Я думаю, я влюбляюсь в тебя.",Creo que me estoy enamorando de ti.,ia dumaiu ia vliubliayus v tebia,kreo ke me estoi enamorando de ti,ай синк айм фоллинг ин лав уиз ю,крео ке ме эстой энамораndo де ти,ai zink aim foling in lav uid iu,ia dumaiu ia vliubliayus v tebia,NPC
28,7,4,I feel the same way.,Я чувствую то же самое.,Siento lo mismo.,ia chuvstvuiu to zhe samoe,siento lo mismo,ай фил зэ сэйм уэй,сьенто ло мисмо,ai fil de seim uei,ia chuvstvuiu to zhe samoe,User
29,7,5,Will you be my girlfriend?,Будешь моей девушкой?,¿Quieres ser mi novia?,budesh moey devushkoy,kieres ser mi nobia,уил ю би май герлфренд,кьерес сер ми новиа,uil iu bi mai gerlfrend,budesh moei devushkoi,NPC
30,7,6,"Yes, I'd love to.","Да, с удовольствием.","Sí, me encantaría.",da s udovolstviem,si me enkantaria,йес айд лав ту,си ме энкантария,ies aid lav tu,da s udovolstviem,User
31,8,1,Our first date was amazing.,Наше первое свидание было потрясающим.,Nuestra primera cita fue increíble.,nashe pervoe svidanie bylo potriasaiushchim,nuestra primera sita fue inkreible,аур ферст дейт уоз эмэйзинг,нуэстра примэра сита фуэ инкреибле,aur ferst deit uos ameizing,nashe pervoe svidanie bilo potriasaiushchim,NPC
32,8,2,"I agree, let's do it again.","Согласен, давай повторим.","Estoy de acuerdo, hagámoslo de nuevo.",soglasen davay povtorim,estoi de acuerdo agamoslo de nuebo,ай эгри летс ду ит эгейн,эстой де акуэрдо агамосло де нуэво,ai egri lets du it egein,soglasen davai povtorim,User
33,8,3,Where should we go next?,Куда пойдём в следующий раз?,¿Adónde deberíamos ir la próxima vez?,kuda poydyom v sleduyushchiy raz,adonde deberiamos ir la proksima bes,уэр шуд уи го некст,адонде деبریамос ир ла проксима вес,uer shud ui go nekst,kuda poidiom v sleduyushchii raz,NPC
34,8,4,How about the beach?,Как насчёт пляжа?,¿Qué tal la playa?,kak naschyot plyazha,ke tal la playa,хау эбаут зэ бич,ке таль ла плая,jau abaut de bich,kak naschiot pliazha,User
35,8,5,"Perfect, I love the beach.","Идеально, я люблю пляж.","Perfecto, me encanta la playa.",idealno ia liubliu plyazh,perfekto me enkanta la playa,перфект ай лав зэ бич,перфекто ме энканта ла плая,perfekt ai lav de bich,idealno ia liubliu pliazh,NPC
36,8,6,Me too.,Я тоже.,Yo también.,ia tozhe,io tambien,ми ту,йо тамбьен,mi tu,ia tozhe,User
37,9,1,I miss you already.,Я уже скучаю по тебе.,Ya te extraño.,ia uzhe skuchaiu po tebe,ia te ekstranio,ай мис ю олреди,я те экстраньо,ai mis iu alred i,ia uzhe skuchaiu po tebe,NPC
38,9,2,I miss you too.,Я тоже по тебе скучаю.,Yo también te extraño.,ia tozhe po tebe skuchaiu,io tambien te ekstranio,ай мис ю ту,йо тамбьен те экстраньо,ai mis iu tu,ia tozhe po tebe skuchaiu,User
39,9,3,When can I see you again?,Когда я могу увидеть тебя снова?,¿Cuándo puedo verte de nuevo?,kogda ia mogu uvidet tebia snova,kuando puedo berte de nuebo,уэн кэн ай си ю эгейн,куандо пуэдо верте де нуэво,uen kan ai si iu egein,kogda ia mogu uvidet tebia snova,NPC
40,9,4,How about tomorrow?,Как насчёт завтра?,¿Qué tal mañana?,kak naschyot zavtra,ke tal maniana,хау эбаут туморроу,ке таль маньяна,jau abaut tumorrou,kak naschiot zavtra,User
41,9,5,Can't wait.,Не могу дождаться.,No puedo esperar.,ne mogu dozhdatsia,no puedo esperar,кэнт уэйт,но пуэдо эсперар,kant ueit,ne mogu dozhdatsia,NPC
42,9,6,Me neither.,Я тоже.,Yo tampoco.,ia tozhe,io tampoco,ми нидер,йо тампоко,mi nider,ia tozhe,User
43,10,1,You mean everything to me.,Ты для меня всё.,Significas todo para mí.,ty dlia menia vsyo,signifikas todo para mi,ю мин эврисинг ту ми,сигнификас тодо пара ми,iu min evrising tu mi,ti dlia menia vsio,NPC
44,10,2,You mean the world to me too.,Ты для меня весь мир тоже.,Significas el mundo para mí también.,ty dlia menia ves mir tozhe,signifikas el mundo para mi tambien,ю мин зэ уорлд ту ми ту,сигнификас эль мундо пара ми тамбьен,iu min de uorld tu mi tu,ti dlia menia ves mir tozhe,User
45,10,3,I love you more than anything.,Я люблю тебя больше всего на свете.,Te amo más que a nada.,ia liubliu tebia bolshe vsego na svete,te amo mas ke a nada,ай лав ю мор зэн энисинг,те амо мас ке а нада,ai lav iu mor den enising,ia liubliu tebia bolshe vsego na svete,NPC
46,10,4,I love you too.,Я люблю тебя тоже.,Te amo también.,ia liubliu tebia tozhe,te amo tambien,ай лав ю ту,те амо тамбьен,ai lav iu tu,ia liubliu tebia tozhe,User
47,10,5,Will you marry me?,Ты выйдешь за меня?,¿Te casarías conmigo?,ty vyidesh za menia,te kasarias conmigo,уил ю мэрри ми,те касариас конмиго,uil iu meri mi,ti viidesh za menia,NPC
48,10,6,Yes!,Да!,¡Sí!,da,si,йес,си,ies,da,User
