id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
27,7,1,Seen any good shows or movies lately?,Смотрел ли ты недавно какие-нибудь хорошие шоу или фильмы?,¿Has visto algún buen programa o película últimamente?,smotrel li ty nedavno kakie nibud khoroshie shou ili filmy,as visto algun buen pro grama o pelikula ultimamente,син энни гуд шоу ор мувиз лэйтли,as visto algun buen pro grama o pelikula ultimamente,seen any good shows or movies lately,smotrel li ty nedavno kakie nibud khoroshie shou ili filmy,NPC
28,7,2,"Yeah, binge-watched that new thriller series.","Да, заценил новый сериал триллер.","Sí, me enganché con esa nueva serie de suspenso.",da zatsenil novyy serial tril ler,si me engantxe kon esa nueva serie de suspen so,йе биндж вотчд дат нью триллер сериз,si me engantxe kon esa nueva serie de suspen so,yeah binge watched that new thriller series,da zatsenil novyy serial tril ler,User
29,7,3,What's it called? I might check it out.,"Как он называется? Может, посмотрю.",¿Cómo se llama? Tal vez lo vea.,kak on nazyvayetsya mozhet posmotryu,komo se yama tal bes lo vea,уотс ит колд ай майт чек ит аут,komo se yama tal bes lo vea,whats it called i might check it out,kak on nazyvayetsya mozhet posmotryu,NPC
30,7,4,It's 'The Night Agent' on Netflix.,Это 'Ночной агент' на Netflix.,Se llama 'The Night Agent' en Netflix.,eto nochnoy agent na net flix,se yama za nait eiyent en net flix,итс зэ найт эйджент он нетфликс,se yama za nait eiyent en net flix,its the night agent on netflix,eto nochnoy agent na net flix,User
31,7,5,Heard good things. Worth the time?,Слышал хорошее. Стоит времени?,He oído cosas buenas. ¿Vale la pena?,slyshal khoroshee stoit vremeni,e oído kosas buenas bale la pena,хёрд гуд тингс ворс зэ тайм,e oído kosas buenas bale la pena,heard good things worth the time,slyshal khoroshee stoit vremeni,NPC
32,7,6,"Absolutely, kept me on the edge of my seat.","Абсолютно, держал меня в напряжении.","Absolutamente, me tuvo al borde del asiento.",absolyutno derzhal menya v napryazhenii,absolu tamen te tuvo al borde del asien to,эбсолютли кепт ми он зэ эдж оф май сит,absolu tamen te tuvo al borde del asien to,absolutely kept me on the edge of my seat,absolyutno derzhal menya v napryazhenii,User
33,8,1,Any fun travel stories from your last trip?,Есть ли у тебя забавные истории из последней поездки?,¿Tienes alguna historia divertida de tu último viaje?,est li u tebya zabavnye istorii iz posledney poyezdki,tienes alguna is toria divertida de tu ultimo byaxe,эни фан травел сториз фром юр ласт трип,tienes alguna is toria divertida de tu ultimo byaxe,any fun travel stories from your last trip,est li u tebya zabavnye istorii iz posledney poyezdki,NPC
34,8,2,"I went to Italy last summer, it was amazing.","Я ездил в Италию прошлым летом, это было потрясающе.","Fui a Italia el verano pasado, fue increíble.",ya yezdil v italyu proshlym letom eto bylo potryasayushche,fui a italia el verano pasado fue in kreb le,ай уэнт ту итали ласт саммер ит уоз эmeyзинг,fui a italia el verano pasado fue in kreb le,i went to italy last summer it was amazing,ya yezdil v italyu proshlym letom eto bylo potryasayushche,User
35,8,3,What was the highlight?,Какой был главный момент?,¿Cuál fue el punto culminante?,kakoy byl glavnyy moment,kual fue el punto kul minante,уот уоз зэ хайлайт,kual fue el punto kul minante,what was the highlight,kakoy byl glavnyy moment,NPC
36,8,4,"Tasting real gelato in Rome, hands down.","Попробовать настоящее гелато в Риме, без сомнений.","Probar gelato auténtico en Roma, sin duda.",poprobovat nastoyashchee gelato v rime bez somneniy,pro bar xelato autentiko en roma sin duda,тейстинг рил джелато ин роум хэндз даун,pro bar xelato autentiko en roma sin duda,tasting real gelato in rome hands down,poprobovat nastoyashchee gelato v rime bez somneniy,User
37,8,5,That sounds delicious. I'm jealous!,Это звучит вкусно. Завидует!,Eso suena delicioso. ¡Qué envidia!,eto zvnuchit vkusno zaviduet,eso suena delisioso ke envidia,дэт саундс делишес айм джелас,eso suena delisioso ke envidia,that sounds delicious im jealous,eto zvnuchit vkusno zaviduet,NPC
38,8,6,"You should go sometime, it's unforgettable.","Тебе стоит поехать когда-нибудь, это незабываемо.","Deberías ir algún día, es inolvidable.",tebe stoit poekhat kogda nibud eto nezabyvayemo,deberias ir algun dia es in olvida ble,ю шуд го сомтайм итс анфоргетабл,deberias ir algun dia es in olvida ble,you should go sometime its unforgettable,tebe stoit poekhat kogda nibud eto nezabyvayemo,User
39,9,1,How's everything going with your family?,Как дела у твоей семьи?,¿Cómo está todo con tu familia?,kak dela u tvoyey semyi,komo esta todo kon tu familia,хауз эвритинг гоинг уиз юр фэмили,komo esta todo kon tu familia,hows everything going with your family,kak dela u tvoyey semyi,NPC
40,9,2,Pretty good. The kids are back in school now.,Довольно хорошо. Дети вернулись в школу.,Bastante bien. Los niños ya volvieron a la escuela.,dovolno khorosho deti vernulis v shkolu,bastante bien los ninyos ya volvieron a la es kuela,прети гуд зэ кидз ар бэк ин скул нау,bastante bien los ninyos ya volvieron a la es kuela,pretty good the kids are back in school now,dovolno khorosho deti vernulis v shkolu,User
41,9,3,That must be a relief after summer break.,"Это, наверное, облегчение после летних каникул.",Debe ser un alivio después de las vacaciones de verano.,eto naverno oblegchenie posle letnikh kanikul,debe ser un alivio despues de las bakasiones de verano,дэт маст би э рилиф афтер саммер брейк,debe ser un alivio despues de las bakasiones de verano,that must be a relief after summer break,eto naverno oblegchenie posle letnikh kanikul,NPC
42,9,4,"It is, though I miss the lazy days a bit.","Да, хотя немного скучаю по ленивым дням.","Sí, aunque un poco extraño los días perezosos.",da khotya nemnogo skuchayu po lenivym dnyam,si aunque un poko estranyo los dias perezosos,ит из соуг ай мис зэ лэйзи дейз э бит,si aunque un poko estranyo los dias perezosos,it is though i miss the lazy days a bit,da khotya nemnogo skuchayu po lenivym dnyam,User
43,9,5,What about you? Any family updates?,А у тебя? Какие-то новости о семье?,¿Y tú? ¿Alguna novedad familiar?,a u tebya kakie to novosti o semye,y tu alguna no vedad familiar,уот эбаут ю энни фэмили апдейтс,y tu alguna no vedad familiar,what about you any family updates,a u tebya kakie to novosti o semye,NPC
44,9,6,"My sister just had a baby, so lots of celebrating.","Моя сестра только что родила ребенка, так что много празднований.","Mi hermana acaba de tener un bebé, así que muchas celebraciones.",moya sestra tolko chto rodila rebenka tak chto mnogo prazdnovaniy,mi er mana acaba de tener un bebe asi ke muchas sele braciones,май сестэр джаст хэд э бэйби со лотс оф селебре йтинг,mi er mana acaba de tener un bebe asi ke muchas sele braciones,my sister just had a baby so lots of celebrating,moya sestra tolko chto rodila rebenka tak chto mnogo prazdnovaniy,User
45,9,7,Congrats to her! That's exciting news.,Поздравляю её! Это волнующие новости.,¡Felicidades a ella! Qué noticia emocionante.,pozdravlyayu yeyo eto volnuyushchie novosti,felisita siones a eya ke notisia emosyonante,конгрэтс ту хэр дэтс эксайтинг ньюз,felisita siones a eya ke notisia emosyonante,congrats to her thats exciting news,pozdravlyayu yeyo eto volnuyushchie novosti,NPC
46,9,8,"Thanks, we're all thrilled.","Спасибо, мы все в восторге.","Gracias, todos estamos emocionados.",spasibo my vse v vostorge,grasi as todos estamos emosyo nados,тэнкс уи ол трайлд,grasi as todos estamos emosyo nados,thanks were all thrilled,spasibo my vse v vostorge,User
47,10,1,Did you watch the game last night?,Ты смотрел игру прошлой ночью?,¿Viste el partido anoche?,ty smotrel igru proshloy nochyu,biste el partido anoke,дид ю уотч зэ гейм ласт найт,biste el partido anoke,did you watch the game last night,ty smotrel igru proshloy nochyu,NPC
48,10,2,"Couldn't miss it, what a comeback!","Не мог пропустить, какой камбэк!","No me lo perdí, ¡qué remontada!",ne mog propustit kakoy kam bek,no me lo perdi ke remontada,куднт мис ит уот э камбэк,no me lo perdi ke remontada,couldnt miss it what a comeback,ne mog propustit kakoy kam bek,User
49,10,3,Right? That last-minute goal was insane.,Верно? Тот гол в последнюю минуту был безумием.,¿Verdad? Ese gol en el último minuto fue una locura.,verno tot gol v poslednyuyu minutu byl bezumiyem,ber dad ese gol en el ultimo minuto fue una lokura,райт дат ласт минит гол уоз инсэйн,ber dad ese gol en el ultimo minuto fue una lokura,right that last minute goal was insane,verno tot gol v poslednyuyu minutu byl bezumiyem,NPC
50,10,4,Who do you think will take the championship?,"Кто, по-твоему, возьмет чемпионат?",¿Quién crees que ganará el campeonato?,kto po tvoyemu vozmet chempionat,kien kreas ke ganara el kampeonato,ху ду ю тинк уил тейк зэ чэмпионшип,kien kreas ke ganara el kampeonato,who do you think will take the championship,kto po tvoyemu vozmet chempionat,User
51,10,5,"Our team, if they keep this momentum.","Наша команда, если они сохранят этот темп.","Nuestro equipo, si mantienen este ritmo.",nasha komanda yesli oni sokhranyat etot temp,nuestro ekip o si mantienen este ritmo,аур тийм иф зэй кип дис момен tum,nuestro ekip o si mantienen este ritmo,our team if they keep this momentum,nasha komanda yesli oni sokhranyat etot temp,NPC
52,10,6,I hope so. Been fans since I was a kid.,Надеюсь. Я фанат с детства.,Eso espero. Soy fan desde niño.,nadejus ya fanat s detstva,eso espero soy fan des de ninyo,ай хоуп со бин э фэн синс ай уоз э кид,eso espero soy fan des de ninyo,i hope so been fans since i was a kid,nadejus ya fanat s detstva,User
53,10,7,Me too. Remember that epic win in '15?,Я тоже. Помнишь ту эпичную победу в '15?,Yo también. ¿Recuerdas esa victoria épica del '15?,ya tozhe pomnish tu epichnuyu pobedu v 15,yo tambien rekuerdas esa biktoria epika del 15,ми ту рименбер дат эпик уин ин 15,yo tambien rekuerdas esa biktoria epika del 15,me too remember that epic win in 15,ya tozhe pomnish tu epichnuyu pobedu v 15,NPC
54,10,8,How could I forget? Best game ever.,Как я мог забыть? Лучшая игра ever.,¿Cómo olvidarlo? El mejor partido de todos los tiempos.,kak ya mog zabytt luchshaya igra ever,komo ol bidarlo el meyor partido de todos los tiempos,хау куд ай форгет бест гейм эвер,komo ol bidarlo el meyor partido de todos los tiempos,how could i forget best game ever,kak ya mog zabytt luchshaya igra ever,User
