id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
11,3,3,Balanced view. Inflation a worry?,Сбалансированный взгляд. Инфляция беспокоит?,Vista equilibrada. ¿La inflación es una preocupación?,sbalansirovannyi vzgliad infl iatsiia bespokoit,bista e kili brada la in flasion es una preokupasion,belanst viu infl eshn a uori,bista e kili brada la in flasion es una preokupasion,belanst viu infl eshn a uori,sbalansirovannyi vzgliad infl iatsiia bespokoit,NPC
12,3,4,"Yes, but central banks are acting.","Да, но центральные банки действуют.","Sí, pero los bancos centrales están actuando.",da no tsentralnye banki deistvuiut,si pero los bankos sentrales estan ak tuando,ies bat sen tral benks ar ak ting,si pero los bankos sentrales estan ak tuando,ies bat sen tral benks ar ak ting,da no tsentralnye banki deistvuiut,User
13,4,1,Heard about the space mission delay?,Слышали о задержке космической миссии?,¿Oíste sobre el retraso de la misión espacial?,slyshali o zaderzhke kosmicheskoi missii,oiste sobre el re traso de la mision es pasial,jerd abaut de speis mishn diley,oiste sobre el re traso de la mision es pasial,jerd abaut de speis mishn diley,slyshali o zaderzhke kosmicheskoi missii,NPC
14,4,2,"Disappointing, safety first though.","Разочаровывающе, но безопасность на первом месте.","Decepcionante, pero la seguridad primero.",razochovyvaiushche no bezopasnost na pervom meste,desep sionante pero la se guridad primero,disapoint ing seif ti ferst zo,desep sionante pero la se guridad primero,disapoint ing seif ti ferst zo,razochovyvaiushche no bezopasnost na pervom meste,User
15,4,3,Wise priority. Impact on timeline?,Мудрый приоритет. Влияние на график?,Prioridad sabia. ¿Impacto en el cronograma?,mudryi prioritet vliianie na grafik,prioridad sab ia im pakto en el kronograma,uaiz prai oriti impakt on taim lain,prioridad sab ia im pakto en el kronograma,uaiz prai oriti impakt on taim lain,mudryi prioritet vliianie na grafik,NPC
16,4,4,"A few months, but worth the wait.","Несколько месяцев, но стоит ожидания.","Unos meses, pero vale la espera.",neskolko mesiatsev no stoit ozhidaniia,unos meses pero bale la es pera,a fiu manths bat uorth de ueit,unos meses pero bale la es pera,a fiu manths bat uorth de ueit,neskolko mesiatsev no stoit ozhidaniia,User
17,5,1,The election results are in. Surprised?,Результаты выборов известны. Удивлены?,Los resultados de las elecciones están listos. ¿Sorprendido?,rezultaty vyborov izvestny udivleni,los resul tados de las eleksiones estan listos sor pre ndido,de i lekshn rezults ar in surpraizd,los resul tados de las eleksiones estan listos sor pre ndido,de i lekshn rezults ar in surpraizd,rezultaty vyborov izvestny udivleni,NPC
18,5,2,"A bit, the turnout was low.","Немного, явка была низкой.","Un poco, la participación fue baja.",nemnogo iavka bila nizkoi,un poko la partisipasion fue baxa,a bit de turn aut uas lo,un poko la partisipasion fue baxa,a bit de turn aut uas lo,nemnogo iavka bila nizkoi,User
19,5,3,Interesting. Voter apathy a big issue?,Интересно. Апатия избирателей большая проблема?,Interesante. ¿La apatía de los votantes es un gran problema?,interesno apatiia izbiratelei bolshaia problema,interesante la apatia de los botantes es un gran prob lema,in teresting vot er apat i a big ish iu,interesante la apatia de los botantes es un gran prob lema,in teresting vot er apat i a big ish iu,interesno apatiia izbiratelei bolshaia problema,NPC
20,5,4,"Yes, education on importance could help.","Да, образование о важности могло бы помочь.","Sí, la educación sobre su importancia podría ayudar.",da obrazovanie o vazhnosti moglo bi pomoch,si la edu kasion sobre su im portansia podria ayudar,ies ed iukei shn on impor tans kud jelp,si la edu kasion sobre su im portansia podria ayudar,ies ed iukei shn on impor tans kud jelp,da obrazovanie o vazhnosti moglo bi pomoch,User
21,6,1,The AI ethics debate is heating up. Your stance?,Дебаты об этике ИИ накаляются. Ваша позиция?,El debate sobre ética en IA se está calentando. ¿Tu postura?,debati ob etike II nakaliaiutsia vasha pozitsiia,el de bate sobre etika en IA se esta kalentando tu postura,de ai etixs debat iz hiting ap ior stans,el de bate sobre etika en IA se esta kalentando tu postura,de ai etixs debat iz hiting ap ior stans,debati ob etike II nakaliaiutsia vasha pozitsiia,NPC
22,6,2,"Regulation is crucial, innovation with limits.","Регулирование критично, инновации с ограничениями.","La regulación es crucial, innovación con límites.",regulirovanie kriticheski innovatsii s ogranicheniiami,la re gulasion es krusial ino basion kon limites,re g iuleishn iz krushal inov eshn uid limits,la re gulasion es krusial ino basion kon limites,re g iuleishn iz krushal inov eshn uid limits,regulirovanie kriticheski innovatsii s ogranicheniiami,User
23,6,3,Balanced approach. Biggest risk?,Сбалансированный подход. Самый большой риск?,Enfoque equilibrado. ¿El mayor riesgo?,sbalansirovannyi podxod samii bolshoi risk,en foke e kili brado el may or riesgo,belanst aprouch bigest risk,en foke e kili brado el may or riesgo,belanst aprouch bigest risk,sbalansirovannyi podxod samii bolshoi risk,NPC
24,6,4,"Job displacement, need retraining programs.","Вытеснение рабочих мест, нужны программы переподготовки.","Desplazamiento laboral, se necesitan programas de reconversión.",vytesnenie rabochix mest nuzhni programmi pere podgotovki,des plas a miento la bor al se nesesitan pro gramas de re kon bers ion,dzob displ es ment nid ri trein ing pro grams,des plas a miento la bor al se nesesitan pro gramas de re kon bers ion,dzob displ es ment nid ri trein ing pro grams,vytesnenie rabochix mest nuzhni programmi pere podgotovki,User
25,7,1,The refugee crisis update is concerning. Opinions?,Обновление о кризисе с беженцами беспокоит. Мнения?,La actualización de la crisis de refugiados es preocupante. ¿Opiniones?,obnovlenie o kri zise s bezhentsami bespokoit mneniia,la aktuali sasion de la krisis de re fuxiados es preokupante opinions,de ref iudji krais is iup deit iz kons er ning op in iuns,la aktuali sasion de la krisis de re fuxiados es preokupante opinions,de ref iudji krais is iup deit iz kons er ning op in iuns,obnovlenie o kri zise s bezhentsami bespokoit mneniia,NPC
26,7,2,"Humanitarian aid essential, borders secure.","Гуманитарная помощь необходима, границы в безопасности.","Ayuda humanitaria esencial, fronteras seguras.",gumanitarnaia pomoshch neobxodima granici v bezopasnosti,ayuda umanitaria esensial fronteras se guras,jiumen it er ien eid esenshal bord ers sik iur,ayuda umanitaria esensial fronteras se guras,jiumen it er ien eid esenshal bord ers sik iur,gumanitarnaia pomoshch neobxodima granici v bezopasnosti,User
27,7,3,Complex balance. Integration challenges?,Сложный баланс. Проблемы интеграции?,Equilibrio complejo. ¿Desafíos de integración?,slozhnyi balans problemi integracii,e kili brio komple jo des afios de in te grasion,kompleks belans integr eshn chel endj es,e kili brio komple jo des afios de in te grasion,kompleks belans integr eshn chel endj es,slozhnyi balans problemi integracii,NPC
28,7,4,Language and job training key factors.,Язык и профессиональная подготовка ключевые факторы.,Idioma y formación laboral factores clave.,iazyk i professionalnaia podgotovka kliuchevie faktori,idioma i formasion la bor al fakt o res klabe,lenguidj and dzob trein ing ki faktors,idioma i formasion la bor al fakt o res klabe,lenguidj and dzob trein ing ki faktors,iazyk i professionalnaia podgotovka kliuchevie faktori,User
29,7,5,Practical solutions. Long-term outlook?,Практические решения. Перспективы на долгосрочную?,Soluciones prácticas. ¿Perspectiva a largo plazo?,prakticheskie resheniia perspektivi na dolg o srochnuiu,solusiones praktikas perspe ktiba a largo plaso,prakt ikl sol iushns long term autluk,solusiones praktikas perspe ktiba a largo plaso,prakt ikl sol iushns long term autluk,prakticheskie resheniia perspektivi na dolg o srochnuiu,NPC
30,7,6,Hopeful with international cooperation.,Надеюсь на международное сотрудничество.,Esperanzador con cooperación internacional.,nadeius na mezhdunarodnoe sotrudnichestvo,es peransador kon ko operasion inter nasional,jopful uid inter neshnel kooper eshn,es peransador kon ko operasion inter nasional,jopful uid inter neshnel kooper eshn,nadeius na mezhdunarodnoe sotrudnichestvo,User
31,8,1,The sports scandal is all over the news. Shocking?,Скандал в спорте повсюду в новостях. Шокирующе?,El escándalo deportivo está en todas las noticias. ¿Impactante?,skandal v sporte povsiudu v novosti ax shokiruiushche,el es kandalo de portibo esta en todas las notisias im pak tante,de sports skandal iz ol ov er de nuz shok ing,el es kandalo de portibo esta en todas las notisias im pak tante,de sports skandal iz ol ov er de nuz shok ing,skandal v sporte povsiudu v novosti ax shokiruiushche,NPC
32,8,2,"Yes, integrity in sports at stake.","Да, честность в спорте под угрозой.","Sí, la integridad en el deporte está en juego.",da chestnost v sporte pod ugrozoi,si la in te gridad en el deporte esta en xuego,ies integriti in sports at steik,si la in te gridad en el deporte esta en xuego,ies integriti in sports at steik,da chestnost v sporte pod ugrozoi,User
33,8,3,Sad state. Doping or betting?,Грустное положение. Допинг или ставки?,Estado triste. ¿Dopaje o apuestas?,grustnoe polozhenie doping ili stavki,estado triste dopaxe o apuestas,sed steit doping or bet ing,estado triste dopaxe o apuestas,sed steit doping or bet ing,grustnoe polozhenie doping ili stavki,NPC
34,8,4,"Both, systemic issues need addressing.","Оба, системные проблемы требуют решения.","Ambos, problemas sistémicos necesitan abordarse.",oba sistemnie problemi trebuiut resheniia,ambos prob lemas siste miko s nesesitan abor darse,boz sist emik ishuz nid adres ing,ambos prob lemas siste miko s nesesitan abor darse,boz sist emik ishuz nid adres ing,oba sistemnie problemi trebuiut resheniia,User
35,8,5,Agreed. Fan reactions matter?,Согласен. Реакция фанатов важна?,De acuerdo. ¿Importan las reacciones de los fans?,soglasen reakciia fanatov vazhna,de akuerdo im portan las reaksiones de los fans,egreed fen ri ekshns met er,de akuerdo im portan las reaksiones de los fans,egreed fen ri ekshns met er,soglasen reakciia fanatov vazhna,NPC
36,8,6,"Absolutely, they drive change.","Абсолютно, они побуждают к изменениям.","Absolutamente, impulsan el cambio.",absoliutno oni pobuzh daiut k izmeneniiam,absolutamente im pulsan el kam bio,absoliutli zei draiv cheindj,absolutamente im pulsan el kam bio,absoliutli zei draiv cheindj,absoliutno oni pobuzh daiut k izmeneniiam,User
37,9,1,Urban development plans sparking debate. Your side?,Планы развития города вызывают дебаты. Ваша сторона?,Los planes de desarrollo urbano están generando debate. ¿Tu lado?,plani razvitiia goroda vyzy vaiut debati vasha storona,los planes de desarollo ur bano estan x enerando de bate tu lado,urb en dev elop ment plans sparking debat ior said,los planes de desarollo ur bano estan x enerando de bate tu lado,urb en dev elop ment plans sparking debat ior said,plani razvitiia goroda vyzy vaiut debati vasha storona,NPC
38,9,2,"Pro-growth, but eco-friendly approach needed.","За рост, но нужен экологичный подход.","A favor del crecimiento, pero se necesita un enfoque ecológico.",za rost no nuzhen ekol ogichnyi podxod,a fab or del kros imiento pero se nesesita un en foke e kolo xiko,pro groz bat eko frendli aprouch nid ed,a fab or del kros imiento pero se nesesita un en foke e kolo xiko,pro groz bat eko frendli aprouch nid ed,za rost no nuzhen ekol ogichnyi podxod,User
39,9,3,Sensible. Green spaces preserved?,Разумно. Зелёные зоны сохранены?,Sensato. ¿Espacios verdes preservados?,razumno zelenie zoni soxraneni,sen sato es pasios berd es pre ser bados,sens ibl grin speis iz pres ervd,sen sato es pasios berd es pre ser bados,sens ibl grin speis iz pres ervd,razumno zelenie zoni soxraneni,NPC
40,9,4,"Essential, balance urban and nature.","Необходимо, баланс города и природы.","Esencial, equilibrio entre urbano y naturaleza.",neobxodimo balans goroda i prirodi,esen sial e kili brio entre ur bano i natura lesa,esenshal belans urb en and neitshur,esen sial e kili brio entre ur bano i natura lesa,esenshal belans urb en and neitshur,neobxodimo balans goroda i prirodi,User
41,9,5,Vital point. Community input valued?,Жизненно важный момент. Мнение сообщества ценится?,Punto vital. ¿Se valora la opinión de la comunidad?,zhiznenno vazhnyi moment mnenie soobshchestva csenitsia,punto bital se balora la opinion de la ko munidad,vaitl point kom iuniti input vel iud,punto bital se balora la opinion de la ko munidad,vaitl point kom iuniti input vel iud,zhiznenno vazhnyi moment mnenie soobshchestva csenitsia,NPC
42,9,6,"Yes, inclusive planning better outcomes.","Да, инклюзивное планирование лучше результаты.","Sí, planificación inclusiva mejores resultados.",da inkl iuzivnoe planirovanie luchshe rezultati,si planifikasion in klusiba mex ores resul tados,ies inkli usiv plan ing bet er aut kums,si planifikasion in klusiba mex ores resul tados,ies inkli usiv plan ing bet er aut kums,da inkl iuzivnoe planirovanie luchshe rezultati,User
43,10,1,The health policy reform is controversial. Pro or con?,Реформа политики здравоохранения спорная. За или против?,La reforma de política sanitaria es controvertida. ¿A favor o en contra?,reforma politiki zdravookhraneniia spornaia za ili protiv,la re forma de politika san itaria es kontro bertida a fab or o en kontra,de jelz poli si re form iz kon tro ver shal pro or kon,la re forma de politika san itaria es kontro bertida a fab or o en kontra,de jelz poli si re form iz kon tro ver shal pro or kon,reforma politiki zdravookhraneniia spornaia za ili protiv,NPC
44,10,2,"Pro, access for all is vital.","За, доступ для всех жизненно важен.","A favor, el acceso para todos es vital.",za dostup dlia vse x zhiznenno vazhen,a fab or el akeso para todos es bital,pro ak ses for ol iz vaitl,a fab or el akeso para todos es bital,pro ak ses for ol iz vaitl,za dostup dlia vse x zhiznenno vazhen,User
45,10,3,Noble goal. Funding sustainable?,Благородная цель. Финансирование устойчиво?,Objetivo noble. ¿Financiamiento sostenible?,blagorodnaia cel finansirovanie ustoichivo,o xetibo nob le finansi a miento sus teni ble,nobl goal fand ing sus tein ab l,o xetibo nob le finansi a miento sus teni ble,nobl goal fand ing sus tein ab l,blagorodnaia cel finansirovanie ustoichivo,NPC
46,10,4,"Challenging, tax reforms could cover it.","Сложно, налоговые реформы могли бы покрыть.","Desafiante, reformas fiscales podrían cubrirlo.",slozhno nal ogovie reformi mogli bi pokryt,desafiante re formas fiskales podrian ku brirlo,chelendj ing taks re forms kud kav er it,desafiante re formas fiskales podrian ku brirlo,chelendj ing taks re forms kud kav er it,slozhno nal ogovie reformi mogli bi pokryt,User
47,10,5,Feasible idea. Public support level?,Реализуемая идея. Уровень общественной поддержки?,Idea factible. ¿Nivel de apoyo público?,realizuemaia ideia uroven obshchestvennoi podderzhki,idea fati ble ni bel de apoyo pu blico,fiz ib l idea pa blik sap port lev el,idea fati ble ni bel de apoyo pu blico,fiz ib l idea pa blik sap port lev el,realizuemaia ideia uroven obshchestvennoi podderzhki,NPC
48,10,6,"Growing, awareness campaigns helping.","Растёт, кампании по повышению осведомлённости помогают.","En aumento, campañas de concienciación ayudan.",r astyot kampanii po povysheniiu osvedomlennosti pomogaiut,en au men to kam panias de kon sien siasion ayu dan,gro uing uer nes kamp eigns jelp ing,en au men to kam panias de kon sien siasion ayu dan,gro uing uer nes kamp eigns jelp ing,r astyot kampanii po povysheniiu osvedomlennosti pomogaiut,User
