id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
21,6,1,What industry are you in?,В какой отрасли вы работаете?,¿En qué industria estás?,v kakoy otrasli vy rabotaete,en ke industria estas,уот индустри ар ю ин,эн ке индустриа эстас,guat industri ar iu in,v kakoi otrasli vi rabotaete,NPC
22,6,2,I'm in tech.,Я в тех.,Estoy en tecnología.,ia v tekh,estoi en teknologia,айм ин тек,эстой эн технология,aim in tek,ia v tej,User
23,6,3,"Interesting, me too.","Интересно, я тоже.","Interesante, yo también.",interesno ia tozhe,interesante io tambien,интерестинг ми ту,интересанте йо тамбьен,intersting mi tu,interesno ia tozhe,NPC
24,6,4,We should collaborate.,Мы должны сотрудничать.,Deberíamos colaborar.,my dolzhny sotrudnichat,deberiamos kolaborar,уи шуд коллаборат,дебериамос колаборар,ui shud kolaborat,mi dolzhni sotrudnichat,User
25,7,1,"Hello, I'm Rebecca from Sales Dept. May I know your name?","Здравствуйте, я Ребекка из отдела продаж. Могу ли я узнать ваше имя?","Hola, soy Rebecca del Dept. de Ventas. ¿Puedo saber tu nombre?",zdravstvuite ia rebekka iz otdela prodazh mogu li ia uznat vashe imia,ola soi rebeka del dept de bentas puedo saber tu nombre,хэллоу айм ребекка фром сэйлз депт мэй ай ноу ёр нэйм,ола сой ребека дель депт деベントас пуэдо сабер ту номбре,jelou aim rebeka from seils dept mei ai nou ior neim,zdravstvuite ia rebekka iz otdela prodazh mogu li ia uznat vashe imia,NPC
26,7,2,"Hi Rebecca, I'm Carlos, CEO of Startup Inc.","Привет, Ребекка, я Карлос, CEO Startup Inc.","Hola Rebecca, soy Carlos, CEO de Startup Inc.",privet rebekka ia karlos ceo startup inc,ola rebeka soi karlos ceo de startup inc,хай ребекка айм карлос сиио оф стартап инк,ола ребека сой карлос сео де стартап инк,jai rebeka aim karlos sio of startup ink,priviet rebekka ia karlos ceo startup inc,User
27,7,3,Pleased to make your acquaintance. What's your focus?,Рад знакомству. На чём вы фокусируетесь?,Encantado de conocerte. ¿En qué te enfocas?,rad znakomstvu na chyom vy fokusiruetes,enkantado de konoserte en ke te enfokas,плизд ту мэйк ёр эквейнтэнс уотс ёр фокус,энкантадо де коносерте эн ке те энфокас,plisd tu meik ior akuaintans guats ior fokus,rad znakomstvu na chiom vi fokusiruetes,NPC
28,7,4,Innovative software solutions.,Инновационные программные решения.,Soluciones de software innovadoras.,innovatsionnye programnye resheniya,solusiones de software inobadoras,инновейтив софтвэр солюшнз,солусьонес де софтваре иннова дорас,inoveitiv softuer solushns,innovatsionnie programnie resheniia,User
29,7,5,Sounds promising. Let's discuss partnership.,Звучит многообещающе. Давайте обсудим партнёрство.,Suena prometedor. Discutamos una asociación.,zvuchit mnogoobeshchayushche davayte obsudim partnyorstvo,suena prometedor diskutamos una asosiasion,саундз промисинг летс дискасс партнершип,суэна прометедор дискутамос уна асосиасьон,saunds promizing lets diskas partner ship,svuchit mnogoobeshchaiushche davayte obsudim partniorstvo,NPC
30,7,6,Absolutely.,Абсолютно.,Absolutamente.,absolyutno,absolutamente,эбсолютли,абсолюта mente,absoliutli,absoliutno,User
31,8,1,It was great meeting you at the event.,Было здорово встретиться с вами на мероприятии.,Fue genial conocerte en el evento.,bylo zdorovo vstretitsia s vami na meropriyatii,fue jenial konoserte en el ebento,ит уоз грейт митинг ю ат зэ ивент,фуэ хениаль коносерте эн эль эвенто,it uos greit miting iu at de ivent,bilo zdorovo vstretitsia s vami na meropriiatii,NPC
32,8,2,Likewise. Let's stay in touch.,Взаимно. Давайте оставаться на связи.,Igualmente. Mantengámonos en contacto.,vzaimno davayte ostavatsya na svyazi,igualmente mantengamonos en kontakt o,лайквайз летс стэй ин тач,игуальменте мантенгамонос эн контакт о,laikuais lets stei in tach,vzaimno davayte ostavatsia na sviazi,User
33,8,3,"Yes, perhaps a coffee meeting?","Да, возможно, встреча за кофе?","Sí, ¿quizás una reunión para un café?",da vozmozhno vstrecha za kofe,si kizas una reunion para un kafe,йес перхэпс э коффи митинг,си кисас уна реунион пара ун кафе,ies perjaps a kofi miting,da vozmozhno vstrecha za kofe,NPC
34,8,4,Sounds good.,Звучит хорошо.,Suena bien.,zvuchit khorosho,suena bien,саундз гуд,суэна бьен,saunds gud,svuchit jorosho,User
35,8,5,I'll email you my availability.,Я напишу вам о своей доступности.,Te enviaré un email con mi disponibilidad.,ia napishu vam o svoey dostupnosti,te enbiare un email kon mi disponibilidad,айл имэйл ю май авэйлэбилити,те энвиаре ун эмэйл кон ми диспонибилидад,ail imeil iu mai aveilab iliti,ia napishu vam o svoei dostupnosti,NPC
36,8,6,Looking forward to it.,Жду с нетерпением.,Espero con ansias.,zhdu s neterpeniem,espero kon ansias,лукинг форвард ту ит,эсперо кон ансиас,luking foruard tu it,zhdu s neterpeniem,User
37,9,1,Our companies could benefit from partnering.,Наши компании могли бы выиграть от партнёрства.,Nuestras compañías podrían beneficiarse de asociarse.,nashi kompanii mogli by vyigrat ot partnyorstva,nuestras kompanyas podrian benefisiarse de asosiarse,аур компаниз куд бенефи т фром партнеринг,нуэстрас компаниас подриан бенефисиарсе де асосиарсе,aur kompani z kud benefi t from partner ing,nashi kompanii mogli bi viigrat ot partniorstva,NPC
38,9,2,I agree. Let's explore options.,Согласен. Давайте рассмотрим варианты.,Estoy de acuerdo. Exploremos opciones.,soglasen davayte rassmotrim varianty,estoi de acuerdo eksploremos opsiones,ай эгри летс эксплор опшнз,эстой де акуэрдо эксплоремос опсьонес,ai egri lets eksplor opshns,soglasen davayte rassmotrim varianti,User
39,9,3,What are your key services?,Какие у вас ключевые услуги?,¿Cuáles son tus servicios clave?,kakie u vas klyuchevye uslugi,kuales son tus serbisios klabe,уот ар ёр ки сервисез,куалес сон тус сервисиос клаве,guat ar ior ki servises,kakie u vas kliuchevie uslugi,NPC
40,9,4,Software development and consulting.,Разработка ПО и консалтинг.,Desarrollo de software y consultoría.,razrabotka po i konsalting,desaroyo de software i konsultoria,софтвэр дивелопмент энд консалтинг,десарройо де софтваре и консулториа,softuer divelopment and konsulting,razrabotka po i konsalting,User
41,9,5,Perfect match for us.,Идеально подходит для нас.,Combina perfectamente con nosotros.,idealno podkhodit dlia nas,kombina perfekta mente kon nos otros,перфект мэтч фор ас,комбина перфекта менте кон нос отрос,perfekt match for as,idealno podjodit dlia nas,NPC
42,9,6,Let's set up a call.,Давайте организуем звонок.,Organicemos una llamada.,davayte organizuem zvonok,organisemos una iamada,летс сет ап э кол,органисемос уна йамада,lets set ap a kol,davayte organizuem zvonok,User
43,10,1,I enjoyed our discussion.,Мне понравилось наше обсуждение.,Disfruté nuestra discusión.,mne ponravilos nashe obsuzhdenie,disfrute nuestra diskusion,ай энджиойд аур дискашн,дисфруте нуэстра дискуссион,ai enyo id aur diskashn,mne ponravilos nashe obsuzhdenie,NPC
44,10,2,Me too. Very insightful.,Мне тоже. Очень проницательно.,Yo también. Muy perspicaz.,mne tozhe ochen pronitsatelno,io tambien mui perspikaz,ми ту вэри инсайтфул,йо тамбьен муй перспикас,mi tu veri insaitful,mne tozhe ochen pronitsatelno,User
45,10,3,We should follow up soon.,Мы должны продолжить в ближайшее время.,Deberíamos seguir pronto.,my dolzhny prodolzhit v blizhayshee vremya,deberiamos seguir pronto,уи шуд фоллоу ап сун,дебериамос сегуир пронто,ui shud folou ap sun,mi dolzhni prodolzhit v blizhaishchee vremia,NPC
46,10,4,Agreed. Next month?,Согласен. В следующем месяце?,De acuerdo. ¿El próximo mes?,soglasen v sleduyushchem mesyatse,de acuerdo el proksimo mes,эгрид некст манθ,де акуэрдо эль проксимо мес,egrid nekst manth,soglasen v sleduyushchem mesiats e,User
47,10,5,"Yes, I'll schedule it.","Да, я запланирую.","Sí, lo programaré.",da ia zaplani ruyu,si lo programare,йес айл шедуле ит,си ло програмаре,ies ail shedule it,da ia zaplani ruyu,NPC
48,10,6,Thank you.,Спасибо.,Gracias.,spasibo,grasias,сенк ю,грасиас,zank iu,spasibo,User
