id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
25,7,1,We're building a playground this weekend.,Мы строим детскую площадку в эти выходные.,Estamos construyendo un parque infantil este fin de semana.,my stroim detskuyu ploshchadku v eti vykhodnye,estamos konstruyendo un parke infantil este fin de semana,уир билдинг э плэйграунд зис уикэнд,эстамос конструйендо ун парке инфантил эсте фин де семана,uir bilding a pleigraund zis uikend,mi stroim detskuiu ploshchadku v eti vihodnie,NPC
26,7,2,I can bring tools. What do you need?,Могу принести инструменты. Что нужно?,Puedo traer herramientas. ¿Qué necesitan?,mogu prinesti instrumenty chto nuzhno,puedo traer erramientas ke nesesitan,ай кэн бринг туулз уот ду ю нид,пуэдо траэр эррамьентас ке несеситан,ai ken bring tuulz guat du iu nid,mogu prinesti instrumenti chto nuzhno,User
27,7,3,"Hammers, screws, and a drill please.","Молотки, шурупы и дрель, пожалуйста.","Martillos, tornillos y un taladro por favor.",molotki shurupy i drel pozhaluysta,martiyos torniyos i un taladro por favor,хэмэрз скруз энд э дрил плиз,мартийос торнийос и ун талядро пор фавор,jemerz skruz and a dril pliz,molotki shurupi i drel pozhaluista,NPC
28,7,4,I have them all. See you Saturday!,У меня всё есть. До субботы!,Los tengo todos. ¡Nos vemos el sábado!,u menya vsyo est do subboty,los tengo todos nos bemos el sabado,ай хэв зэм ол си ю сэтердэй,лос тенго тодос нос вемос эль сабадо,ai jev dem ol si iu seterdei,u menia vsio est do subboti,User
29,7,5,Perfect! Coffee and donuts at 8 AM.,Отлично! Кофе и пончики в 8 утра.,¡Perfecto! Café y donas a las 8 AM.,otlichno kofe i ponchiki v 8 uta,perfekto kafe i donas a las 8 am,перфект коффи энд доунатс эт 8 эйэм,перфекто кафе и донас а лас 8 ам,perfekt kofi and dounats at 8 eiem,otlichno kofe i ponchiki v 8 utra,NPC
30,7,6,Can't wait! I'll be there.,Не могу дождаться! Буду.,No puedo esperar. ¡Estaré ahí!,ne mogu dozhdatsya budu,no puedo esperar estare ai,кэнт уэйт айл би зэр,но пуэдо эсперар эстарэ ай,kent ueit ail bi der,ne mogu dozhdatsia budu,User
31,8,1,The charity run is next month. Will you join?,Благотворительный забег в следующем месяце. Присоединитесь?,La carrera benéfica es el próximo mes. ¿Te unes?,blagotvoritelnyy zabeg v sleduyushchem mesyatse prisoedinites,la karrera benefika es el proksimo mes te unes,зэ чэрити ран из некст манз уил ю джойн,ла каррера бенефика эс эль проксимо мес те унес,de cheriti ran iz nekst manz uil iu join,blagotvoritelnii zabeg v sleduiushem mesi atse prisoedinites,NPC
32,8,2,Yes! How do I sign up?,Да! Как записаться?,Sí. ¿Cómo me inscribo?,da kak zapisatsya,si komo me inskribo,йес хау ду ай сайн ап,си комо ме инскрибо,ies jau du ai sain ap,da kak zapisatsia,User
33,8,3,Online or at the library table tomorrow.,Онлайн или за столом в библиотеке завтра.,En línea o en la mesa de la biblioteca mañana.,onlayn ili za stolom v biblioteke zavtra,en linea o en la mesa de la biblioteca manyana,онлайн ор эт зэ лайбрэри тэйбл тумороу,эн линеа о эн ла меса де ла библиотека маньана,onlain or at de laibreri teibl tumorou,onlain ili za stolom v biblioteke zavtra,NPC
34,8,4,I'll do it online tonight. Thanks!,Сделаю онлайн сегодня вечером. Спасибо!,Lo haré en línea esta noche. ¡Gracias!,sdelayu onlayn segodnya vecherom spasibo,lo are en linea esta noche grasias,айл ду ит онлайн тунайт сенкс,ло аре эн линеа эста ноче грасиас,ail du it onlain tunait zanks,sdela iu onlain segodnia vecherom spasibo,User
35,8,5,Awesome! T-shirts are free for runners.,Здорово! Футболки бесплатно для бегунов.,¡Genial! Camisetas gratis para corredores.,zdorovo futbolki besplatno dlya begunov,henial kamisetas gratis para korredores,осам ти-шёртс ар фри фор ранэрз,хениаль камисэтас гратис пара корредорес,osam ti-sherts ar fri for ranerz,zdorovo futbolki besplatno dlia begunov,NPC
36,8,6,Cool! I love free shirts.,Круто! Люблю бесплатные футболки.,¡Genial! Me encantan las camisetas gratis.,kruto lyublyu besplatnyye futbolki,henial me enkantan las kamisetas gratis,кул ай лав фри шёртс,хениаль ме энкантан лас камисэтас гратис,kul ai lav fri sherts,kruto liubliu besplatnie futbolki,User
37,9,1,We're teaching seniors how to use phones.,Мы учим пожилых людей пользоваться телефонами.,Estamos enseñando a adultos mayores a usar teléfonos.,my uchim pozhilykh lyudey polzovatsya telefonami,estamos ensenyando a adultos mayores a usar telefonos,уир тичинг синиорз хау ту юз фоунз,эстамос энсеньяндо а адюльтос майорес а усар телефонос,uir tiching siniorz jau tu iuz founz,mi uchim pozhilij liudei polzovatsia telefonami,NPC
38,9,2,I can help. I'm good with apps.,Могу помочь. Я разбираюсь в приложениях.,Puedo ayudar. Se usar aplicaciones.,mogu pomoch ya razbirayus v prilozheniyakh,puedo aiudar se usar aplikasiones,ай кэн хэлп айм гуд уиз эпс,пуэдо айудар се усар апликасьонес,ai ken jelp aim gud uiz eps,mogu pomoch ia razbiraius v prilozheniiakh,User
39,9,3,Wonderful! Come next Tuesday at 2 PM.,Прекрасно! Приходите во вторник в 2 дня.,¡Maravilloso! Ven el próximo martes a las 2 PM.,prekrasno prikhodite vo vtornik v 2 dnya,marabiyoso ben el proksimo martes a las 2 pm,уандэрфул кам некст тюздэй эт 2 пиэм,маравийосо вен эль проксимо мартес а лас 2 пм,uanderful kam nekst tiuzdei at 2 piem,prekrasno prijodite vo vtornik v 2 dnia,NPC
40,9,4,I'll be there with my tablet.,Буду с планшетом.,Estaré con mi tableta.,budu s planshetom,estare kon mi tableta,айл би зэр уиз май тэблит,эстарэ кон ми таблета,ail bi der uiz mai teblit,budu s planshetom,User
41,9,5,Great! We have tea and cookies too.,Отлично! У нас есть чай и печенье.,¡Genial! Tenemos té y galletas también.,otlichno u nas est chay i pechenye,henial tenemos te i gayetas tambien,грэйт уи хэв ти энд кукиз ту,хениаль тенемос те и гайетас тамбьен,greit ui jev ti and kukiz tu,otlichno u nas est chai i pechenie,NPC
42,9,6,Even better! See you then.,Ещё лучше! До встречи.,¡Aún mejor! Nos vemos.,eshchyo luchshe do vstrechi,aun mejor nos bemos,ивэн бэттэр си ю зэн,аун мехор нос вемос,iven better si iu zen,eshchio luchshe do vstrechi,User
43,10,1,The soup kitchen needs servers tonight.,На кухне для бедных нужны раздатчики сегодня вечером.,El comedor social necesita voluntarios esta noche.,na kukhne dlya bednykh nuzhny razdatchiki segodnya vecherom,el komedor sosial nesesita boluntarios esta noche,зэ суп китчен нидз сёрвэрз тунайт,эль комедор сосиаль несесита волунтариос эста ноче,de sup kichen nidz serverz tunait,na kujne dlia bednij nuzhni razdatchiki segodnia vecherom,NPC
44,10,2,What time and where?,Во сколько и где?,¿A qué hora y dónde?,vo skolko i gde,a ke ora i donde,уот тайм энд уэр,а ке ора и донде,guat taim and uer,vo skolko i gde,User
45,10,3,6 PM at the community center on Main Street.,В 6 вечера в общественном центре на Мэйн Стрит.,6 PM en el centro comunitario en Main Street.,v 6 vechera v obshchestvennom tsentre na meyn strit,6 pm en el sentro komunitario en main street,6 пиэм эт зэ комьюнити сэнтэр он мейн стрит,6 пм эн эль сентро комунитарио эн мейн стрит,6 piem at de komiuniti senter on mein strit,v 6 vechera v obshchestvennom tsentre na mein strit,NPC
46,10,4,I can do that. How many people come?,Могу. Сколько людей приходит?,Puedo hacerlo. ¿Cuántas personas vienen?,mogu skolko lyudey prikhodit,puedo aserlo kuantas personas bienen,ай кэн ду зэт хау мэни пипл кам,пуэдо асерло куантас персон ас вьенен,ai ken du det jau meni pipl kam,mogu skolko liudei prijodit,User
47,10,5,About a hundred. Wear an apron!,Около ста. Наденьте фартук!,Unas cien. ¡Usa un delantal!,okolo sta nadente fartuk,unas sien usa un delantal,эбаут э хандред уэр эн эйпрон,унас сьен уса ун дельянталь,abaut a jandred uer an eipron,okolo sta nadente fartuk,NPC
48,10,6,Got it! I'll bring a smile too.,Понял! Улыбку тоже принесу.,¡Entendido! También traeré una sonrisa.,ponyal ulybku tozhe prinesu,entendido tambien traere una sonrisa,гот ит айл бринг э смайл ту,энтендидо тамбьен траэрэ уна сонриса,got it ail bring a smail tu,ponial ulibku tozhe prinesu,User
