id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
22,6,2,Turn off unused features like GPS.,"Выключите неиспользуемые функции, такие как GPS.",Apaga funciones no usadas como GPS.,v ikluchite neispolzuemye funktsii takie kak gps,a pa ga fun k sio nes no u sa das ko mo gps,torn of in iuzd fitch ers laik gps,a pa ga fun k sio nes no u sa das ko mo gps,apaga funs iones no usá das ko mo gps,v ikluchite neispolzuemie funktsii takie kak gps,User
23,6,3,Helped some. Any more tips?,Немного помогло. Есть еще советы?,Ayudó un poco. ¿Más consejos?,nemnogo pomoglo est eshe sovety,a iu dó un po ko mas kon se xos,jelpt sam eni mor tips,a iu dó un po ko mas kon se xos,a iu dó un po ko más kons exos,nemnogo pomoglo est eshe sovety,NPC
24,6,4,Lower screen brightness and update software.,Уменьшите яркость экрана и обновите ПО.,Baja el brillo de la pantalla y actualiza el software.,umen shite iarkost ekrana i obnovite po,ba ha el bri llo de la pan ta lla i ak tu a li sa el soft uer,louer skrin brai tnes and ap deit softuer,ba ha el bri llo de la pan ta lla i ak tu a li sa el soft uer,baja el brillo de la pan ta lla y ak tu a lisa el soft uer,umen shite iarkost ekrana i obnovite po,User
25,7,1,Printer not printing documents.,Принтер не печатает документы.,La impresora no imprime documentos.,printer ne pechataet dokumenty,la im pre so ra no im prime do ku men tos,print er not print ing dok ium ents,la im pre so ra no im prime do ku men tos,impre so ra no im prime do ku men tos,printer ne pechataet dokumenty,NPC
26,7,2,Check if its out of paper or ink.,"Проверьте, не закончился ли бумага или чернила.",Verifica si se acabó el papel o la tinta.,prover te ne zakonchilsia li bumaga ili chernila,be ri fi ka si se a ka bo el pa pel o la tin ta,chek if its aut of pei per or ink,be ri fi ka si se a ka bo el pa pel o la tin ta,berifika si se a k abó el pa pel o la tin ta,prover te ne zakonchilsia li bumaga ili chernila,User
27,7,3,Refilled. Still jammed.,Пополнил. Все равно застрял.,Lo rellené. Sigue atascado.,popolnil vse ravno zastri al,lo re lle né si gue a tas ka do,ri fild stil jamd,lo re lle né si gue a tas ka do,lo rell ené sigue ataskado,popolnil vse ravno zastri al,NPC
28,7,4,Clear the jam carefully and restart.,Осторожно устраните застрявшую бумагу и перезапустите.,Limpia el atasco con cuidado y reinicia.,ostorozhno ustranite zastriav shuiu b umagu i pererzapustite,lim pia el a tas ko kon ku i da do i re i ni sia,klir de jam ker fuli and ri start,lim pia el a tas ko kon ku i da do i re i ni sia,lim pia el atasko kon ku i dado y reinisia,ostorozhno ustranite zastriav shuiu b umagu i pererzapustite,User
29,7,5,Works now. Great advice!,Теперь работает. Отличный совет!,Funciona ahora. ¡Buen consejo!,teper rabotaet otlichnyi sovet,fun sio na a o ra buen kon se xo,uorks nau greit ad vais,fun sio na a o ra buen kon se xo,fun siona a ora buen kons ex o,teper rabotaet otlichnyi sovet,NPC
30,7,6,Glad it helped. Run a test print.,"Рад, что помогло. Запустите тестовую печать.",Me alegra que ayudara. Imprime una prueba.,rad chto pomoglo zapustite testovuiu pechat,me a le gra ke a iu da ra im prime u na pru e ba,gla d it jelpt ran a test print,me a le gra ke a iu da ra im prime u na pru e ba,me alegra ke a iu dara im prime una prue ba,rad chto pomoglo zapustite testovuiu pechat,User
31,8,1,Camera app crashes on my phone.,Приложение камеры крашится на моем телефоне.,La app de cámara se cierra en mi teléfono.,prilozhenie kamery krashitsia na mo em telefone,la ap de ka me ra se sie rra en mi te le fo no,ke mera ap krash iz on mai fon,la ap de ka me ra se sie rra en mi te le fo no,ke mera ap se sier ra en mi te le fono,prilozhenie kamery krashitsia na mo em telefone,NPC
32,8,2,Clear the cache or reinstall the app.,Очистите кэш или переустановите приложение.,Borra la caché o reinstala la app.,ochistite kesh ili per ustanovite prilozhenie,bo rra la ka she o re in es ta la la ap,klir de kash or ri in stal de ap,bo rra la ka she o re in es ta la la ap,borra la ka shé o reinstala la ap,ochistite kesh ili per ustanovite prilozhenie,User
33,8,3,Reinstalled. Better now?,Переустановил. Лучше теперь?,La reinstalé. ¿Mejor ahora?,per eustanovil luchshe teper,la re in es ta lé me hor a o ra,ri in st old bet er nau,la re in es ta lé me hor a o ra,reinstalé me yor a ora,per eustanovil luchshe teper,NPC
34,8,4,Should be. Avoid low storage too.,Должно быть. Также избегайте низкого места на диске.,Debería estarlo. Evita el almacenamiento bajo también.,dolzhno byt izbegaiute nizkogo mesta na diske,de be ri a es ta rlo e bi ta el al ma se na miento ba xo ta m bién,shud bi avoid lo stor idj tu,de be ri a es ta rlo e bi ta el al ma se na miento ba xo ta m bién,debería es tarlo evita el al ma se na miento bajo ta m bién,dolzhno byt izbegaiute nizkogo mesta na diske,User
35,8,5,Thanks for the quick fix.,Спасибо за быстрое решение.,Gracias por la solución rápida.,spasibo za bystro e reshenie,gra si as por la so lu sion ra pi da,zanks for de kuik fiks,gra si as por la so lu sion ra pi da,grá sias por la solu sión rá pida,spasibo za bystro e reshenie,NPC
36,8,6,No problem. Test it out.,Не проблема. Протестируйте его.,No hay problema. Pruébalo.,ne problema prot estiruite ego,no ai pro ble ma pru e ba lo,no prob lem test it aut,no ai pro ble ma pru e ba lo,no ai pro ble ma prué ba lo,ne problema prot estiruite ego,User
37,9,1,Bluetooth wont pair with my speaker.,Bluetooth не подключается к моим колонкам.,Bluetooth no se empareja con mi altavoz.,bluetooth ne podkluchaetsia k moim kolonkam,blu tu th no se em pa re xa kon mi al ta bos,blu tuth uont per uidh mai spiker,blu tu th no se em pa re xa kon mi al ta bos,blu tuth no se em pa re ja kon mi al ta bos,bluetooth ne podkluchaetsia k moim kolonkam,NPC
38,9,2,Turn off both devices then turn on again.,"Выключите оба устройства, затем включите снова.",Apaga ambos dispositivos y enciéndelos de nuevo.,v ikluchite oba ustroistva zatem v ikluchite snova,a pa ga am bos dis po si ti bos i en sien de los de nue bo,torn of bouth dis vaisez den torn on e gain,a pa ga am bos dis po si ti bos i en sien de los de nue bo,apaga am bos dis positibos y ensiéndelos de nue bo,v ikluchite oba ustroistva zatem v ikluchite snova,User
39,9,3,Tried that. No luck.,Попробовал. Без удачи.,Lo intenté. Sin suerte.,poproboval bez udachi,lo in ten té sin suer te,traid dat no lak,lo in ten té sin suer te,lo in ten té sin suer te,poproboval bez udachi,NPC
40,9,4,Forget the device in settings and repair.,Забудьте устройство в настройках и переподключитесь.,Olvida el dispositivo en ajustes y vuélvelo a emparejar.,zabudte ustroistvo v nastroikakh i per epodkliuchites,ol bi da el dis po si ti bo en a xus tes i buel be lo a em pa re jar,for get de dis vais in set ingz and ri per,ol bi da el dis po si ti bo en a xus tes i buel be lo a em pa re jar,olvida el dis positibo en a justes y buél be lo a em pa rear,zabudte ustroistvo v nastroikakh i per epodkliuchites,User
41,9,5,Success! It connected.,Успех! Оно подключилось.,¡Éxito! Se conectó.,uspekh ono podkliuchilos,ék si to se kon ek tó,sak ses it konekted,ék si to se kon ek tó,ék s ito se konektó,uspekh ono podkliuchilos,NPC
42,9,6,Perfect. Enjoy your music.,Отлично. Наслаждайтесь музыкой.,Perfecto. Disfruta tu música.,otlichno naslazhdait esia muzykoi,per fek to dis fru ta tu mu si ka,per fekt en doi ior miuzik,per fek to dis fru ta tu mu si ka,per fek to disfru ta tu mú sica,otlichno naslazhdait esia muzykoi,User
43,10,1,Email not sending on my computer.,Электронная почта не отправляется на моем компьютере.,El correo no se envía en mi computadora.,elektronnaia pochta ne otpravliaetsia na mo em komp iutere,el ko rre o no se en bi a en mi kom pu ta do ra,i meil not send ing on mai kom piut er,el ko rre o no se en bi a en mi kom pu ta do ra,i meil no se envía en mi kom pu ta do ra,elektronnaia pochta ne otpravliaetsia na mo em komp iutere,NPC
44,10,2,Check your internet connection first.,Сначала проверьте подключение к интернету.,Verifica tu conexión a internet primero.,snachala prover te podkliuchenie k internetu,be ri fi ka tu kon ek sion a in ter net pri me ro,chek ior in ter net konek shn ferst,be ri fi ka tu kon ek sion a in ter net pri me ro,berifika tu koneks ión a in ter net primero,snachala prover te podkliuchenie k internetu,User
45,10,3,Its fine. Attachments too big?,Все в порядке. Вложения слишком большие?,Está bien. ¿Archivos adjuntos muy grandes?,vse v poriadke vlogneniia slishkom bolshie,es tá bien ar shi bos a diun tos mu i gran des,its fain atach ments tu big,es tá bien ar shi bos a diun tos mu i gran des,es tá bien ar chivos a diun tos mu i gran des,vse v poriadke vlogneniia slishkom bolshie,NPC
46,10,4,"Yes, compress them or use cloud links.","Да, сожмите их или используйте ссылки на облако.","Sí, comprímelos o usa enlaces de la nube.",da soz mite ikh ili ispolzuite ssylki na oblako,si kom pri me los o u sa en la ses de la nu be,ies kom pres dem or iuz kloud links,si kom pri me los o u sa en la ses de la nu be,si kom prí me los o usa en lases de la nu be,da soz mite ikh ili ispolzuite ssylki na oblako,User
47,10,5,Sent successfully. Problem solved.,Отправлено успешно. Проблема решена.,Enviado exitosamente. Problema resuelta.,otpravleno uspeshno problema reshena,en bi a do e k si to sa men te pro ble ma re suel ta,sent sak ses fuli prob lem solvd,en bi a do e k si to sa men te pro ble ma re suel ta,en bi ado e k s itosa mente pro ble ma re suel ta,otpravleno uspeshno problema reshena,NPC
48,10,6,Good to hear. Backup your emails regularly.,Рад слышать. Регулярно делайте резервные копии писем.,Me alegra oírlo. Haz copias de seguridad de tus emails regularmente.,rad slyshat reguliarno delaiute rezervnye kopii pisem,me a le gra o ir lo as ko pias de se gu ri dad de tus i meils re gu lar men te,gud tu jir bak ap ior i meilz re gular li,me a le gra o ir lo as ko pias de se gu ri dad de tus i meils re gu lar men te,me alegra oí rlo has ko pias de se gu ri dad de tus i meils re gu lar mente,rad slyshat reguliarno delaiute rezervnye kopii pisem,User
