id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
11,3,3,Let's do it now. I have the account number.,Давайте сейчас. У меня есть номер счёта.,Hagámoslo ahora. Tengo el número de cuenta.,davayte seychas u menya est nomer schyota,agamoslo ahora tengo el numero de kuenta,летс ду ит нау ай хэв зэ эккаунт намбэр,агамосло аора тенго эль нумеро де куэнта,lets du it nau ai jev de akaunt namber,davaite seichas u menia est nomer schiota,NPC
12,3,4,Perfect. How much would you like to send?,Отлично. Сколько хотите отправить?,Perfecto. ¿Cuánto deseas enviar?,otlichno skolko khotite otpravit,perfekto kuanto deseas enbiar,перфект хау мач ууд ю лайк ту сенд,перфекто куанто десеас энбиар,perfekt jau mach ud iu laik tu send,otlichno skolko joti te otpravit,User
13,4,1,My card was declined. Can you check?,Мою карту отклонили. Можете проверить?,Mi tarjeta fue rechazada. ¿Puedes verificar?,moyu kartu otklonili mozhete proverit,mi tarheta fue rechasada puedes berifikar,май кард уоз диклайнд кэн ю чек,ми тархета фуэ речасада пуэдес верификар,mai kard uoz diklaind ken iu chek,moiu kartu otklonili mozhete proverit,NPC
14,4,2,Let me see. Was it used overseas recently?,Дайте посмотреть. Её недавно использовали за границей?,Déjame ver. ¿Se usó en el extranjero recientemente?,dayte posmotret eyo nedavno ispolzovali za granitsey,dejame ber se uso en el ektranjero resientemente,лет ми си уоз ит юзд оуверсиз рисэнтли,дехаме вер се усо эн эль экстранхеро ресентементе,let mi si uoz it iuzd ouversiz risentli,daite posmotret eio nedavno ispolzovali za granitsei,User
15,4,3,"Yes, in Europe last week.","Да, в Европе на прошлой неделе.","Sí, en Europa la semana pasada.",da v evrope na proshloy nedele,si en europa la semana pasada,йес ин юроп ласт уик,си эн эуропа ла семана pasada,ies in iurop last uik,da v evrope na proshloi nedele,NPC
16,4,4,That's why. I'll remove the block now.,Поэтому. Сейчас сниму блокировку.,Por eso. Quitaré el bloqueo ahora.,poetomu seychas snimu blokirovku,por eso kitare el blokeo ahora,зэтс уай айл римув зэ блок нау,пор эсо китаре эль блокео аора,dats uai ail rimu v de blok nau,poetomu seichas snimu blokirovku,User
17,5,1,I want to apply for a credit card.,Я хочу подать заявку на кредитную карту.,Quiero solicitar una tarjeta de crédito.,ia khochu podat zayavku na kreditnuyu kartu,kiero solisitar una tarheta de kredito,ай уонт ту эплай фор э крэдид кард,кьеро солиситар уна тархета де кредито,ai uont tu aplai for a kredit kard,iaio jochu podat zaiavku na kreditnuiu kartu,NPC
18,5,2,Sure. What's your monthly income?,Конечно. Каков ваш ежемесячный доход?,Claro. ¿Cuál es tu ingreso mensual?,konechno kakov vash yezhemesyachnyy dokhod,klaro kual es tu ingreso mensual,шур уотс ёр манзли инкам,кларо куаль эс ту ингресо менсуаль,shur guats ior manzli inkam,konechno kakov vash ezhemesiachnii dojod,User
19,5,3,About five thousand dollars.,Около пяти тысяч долларов.,Alrededor de cinco mil dólares.,okolo pyati tysyach dollarov,alrededor de sinko mil dolares,эбаут файв заузэнд долларз,альредадор де синко миль доларес,abaut faiv zauzend dolarz,okolo piati tisiach dollarov,NPC
20,5,4,Good. You qualify for our gold card.,Хорошо. Вы подходите под золотую карту.,Bien. Calificas para nuestra tarjeta oro.,khorosho vy podkhodite pod zolotuyu kartu,bien kalifikas para nuestra tarheta oro,гуд ю квалифай фор аур гоулд кард,бьен калификас пара нуэстра тархета оро,gud iu kvalifai for aur gould kard,jorosho vi podjodite pod zolotuiu kartu,User
21,6,1,Can I get a loan for a car?,Могу я взять кредит на машину?,¿Puedo obtener un préstamo para un auto?,mogu ia vzyat kredit na mashinu,puedo obtener un prestamo para un auto,кэн ай гет э лоун фор э кар,пуэдо обтенер ун престамо пара ун ауто,ken ai get a loun for a kar,mogu ia vziat kredit na mashinu,NPC
22,6,2,Yes. How much do you need?,Да. Сколько вам нужно?,Sí. ¿Cuánto necesitas?,da skolko vam nuzhno,si kuanto nesesitas,йес хау мач ду ю нид,си куанто несеситас,ies jau mach du iu nid,da skolko vam nuzhno,User
23,6,3,"Twenty thousand, for five years.","Двадцать тысяч, на пять лет.","Veinte mil, por cinco años.",dvadtsat tysyach na pyat let,beinte mil por sinko anyos,туэнти заузэнд фор файв йирз,бейнте миль пор синко аньос,tuenti zauzend for faiv iirz,dvadtsat tisiach na piat let,NPC
24,6,4,Your rate would be 4.5 percent.,"Ваша ставка будет 4,5 процента.",Tu tasa sería 4.5 por ciento.,vasha stavka budet 4.5 protsenta,tu tasa seria 4.5 por siento,ёр рэйт ууд би 4.5 персент,ту таса серия 4.5 пор сьенто,ior reit ud bi 4.5 persent,vasha stavka budet 4.5 protsenta,User
25,7,1,"Hello, I lost my debit card.","Здравствуйте, я потерял дебетовую карту.","Hola, perdí mi tarjeta de débito.",zdravstvuite ia poteryal debetovuyu kartu,ola perdi mi tarheta de debito,хэллоу ай лост май дэбит кард,ола перди ми тархета де дебито,jelou ai lost mai debit kard,zdravstvuite ia poterial debetovuiu kartu,NPC
26,7,2,No problem. I'll cancel it and order a new one.,Без проблем. Я заблокирую и закажу новую.,Sin problema. La cancelaré y ordenaré una nueva.,bez problem ya zablokiruyu i zakazhu novuyu,sin problema la kanselare i ordenare una nueva,ноу проблем айл кэнсел ит энд ордер э нью уан,син проблема ла канселарэ и орденаре уна нуэва,nou problem ail kensel it and order a niu uan,bez problem ia zablokiruiu i zakazhu novuiu,User
27,7,3,How long for the new card?,Сколько ждать новую карту?,¿Cuánto tarda la nueva tarjeta?,skolko zhdat novuyu kartu,kuanto tarda la nueva tarheta,хау лонг фор зэ нью кард,куанто тарда ла нуэва тархета,jau long for de niu kard,skolko zhdat novuiu kartu,NPC
28,7,4,Three to five business days.,От трёх до пяти рабочих дней.,De tres a cinco días hábiles.,ot tryokh do pyati rabochikh dney,de tres a sinko dias abiles,зри ту файв бизнес дэйз,де трес а синко диас абилес,zri tu faiv biznes deiz,ot trioj do piati rabochij dnei,User
29,7,5,Can I withdraw cash in the meantime?,Могу я снять наличные пока?,¿Puedo retirar efectivo mientras tanto?,mogu ia snyat nalichnye poka,puedo retirar efektibo mientras tanto,кэн ай уиздроу кэш ин зэ минтайм,пуэдо ретирар эфективо мьентрас танто,ken ai uizdrou kesh in de mintaim,mogu ia sniat nalichnie poka,NPC
30,7,6,"Yes, just bring ID to any branch.","Да, просто принесите удостоверение в любой филиал.","Sí, solo trae identificación a cualquier sucursal.",da prosto prinesite udostoverenie v lyuboy filial,si solo trae identifikasion a kualkier sukursal,йес джаст бринг айди ту эни брэнч,си соло траэ идентификасьон а куалькьер сукурсаль,ies jast bring aidi tu eni brench,da prosto prinesite udostoverenie v liuboi filial,User
31,8,1,What are your savings account rates?,Какие у вас ставки по сберегательным счетам?,¿Cuáles son sus tasas de cuenta de ahorros?,kakie u vas stavki po sberegatelnym schyotam,kuales son sus tasas de kuenta de aorros,уот ар ёр сэйвингз эккаунт рэйтс,куалес сон сус тасас де куэнта де аоррос,guat ar ior seivingz akaunt reits,kakie u vas stavki po sberegatelnym schiotam,NPC
32,8,2,Currently 2.1 percent APY.,"Сейчас 2,1 процента годовых.",Actualmente 2.1 por ciento APY.,seychas 2.1 protsenta godovykh,aktualmente 2.1 por siento apy,кёррентли 2.1 персент эйпиуай,актуальменте 2.1 пор сьенто апи,kerrentli 2.1 persent eipiuai,seichas 2.1 protsenta godovij,User
33,8,3,Is there a minimum balance?,Есть минимальный баланс?,¿Hay un saldo mínimo?,est minimalnyy balans,ai un saldo minimo,из зэр э минима баланс,ай ун сальдо минимо,iz der a minima balans,est minimalnii balans,NPC
34,8,4,"Yes, five hundred dollars to avoid fees.","Да, пятьсот долларов, чтобы не платить комиссии.","Sí, quinientos dólares para evitar cargos.",da pyatsot dollarov chtoby ne platit komissii,si kinientos dolares para ebitar kargos,йес файв хандред долларз ту эвойд фис,си киньентос доларес пара эвитар каргос,ies faiv jandred dolarz tu avoid fis,da piatsot dollarov chtobi ne platit komissii,User
35,8,5,"Okay, I'll open one today.","Хорошо, открою сегодня.","Bien, abriré una hoy.",khorosho otkroyu segodnya,bien abrire una oi,окэй айл опэн уан тудэй,бьен абрире уна ой,okei ail open uan tudei,jorosho otkroiu segodnia,NPC
36,8,6,Great choice. Let's get started.,Отличный выбор. Давайте начнём.,Buena elección. Empecemos.,otlichnyy vybor davayte nachnyom,buena eleksion empecemos,грэйт чойс летс гет стартед,буэна элексьон эмпесемос,greit chois lets get started,otlichnii vibor davaite nachniom,User
37,9,1,I need to wire money internationally.,Мне нужно отправить деньги за границу.,Necesito transferir dinero internacionalmente.,mne nuzhno otpravit dengi za granitsu,nesesito transferir dinero internasionalmente,ай нид ту уайр мани интернэшнэли,несесито трансферир динеро интернасьональменте,ai nid tu uair mani interneshnali,mne nuzhno otpravit dengi za granitsu,NPC
38,9,2,Sure. Do you have the recipient's SWIFT code?,Конечно. У вас есть SWIFT-код получателя?,Claro. ¿Tienes el código SWIFT del destinatario?,konechno u vas est swift-kod poluchatelya,klaro tienes el kodigo swift del destinatario,шур ду ю хэв зэ рисипиентс свифт код,кларо тьенес эль кодиго свифт дель дестинатарио,shur du iu jev de risipientz swift kod,konechno u vas est swift-kod poluchatelia,User
39,9,3,"Yes, and their full bank details.","Да, и все банковские реквизиты.","Sí, y todos los detalles bancarios.",da i vse bankovskie rekvizity,si i todos los detalles bankarios,йес энд зэйр фул бэнк дитэйлз,си и тодос лос деталей банкариос,ies and deir ful benk diteilz,da i vse bankovskie rekviziti,NPC
40,9,4,The fee is twenty-five dollars.,Комиссия двадцать пять долларов.,La tarifa es veinticinco dólares.,komissiya dvadtsat pyat dollarov,la tarifa es beintisinko dolares,зэ фи из туэнти-файв долларз,ла тарифa эс бейнтисинко доларес,de fi iz tuenti-faiv dolarz,komissiia dvadtsat piat dollarov,User
41,9,5,That's fine. How long will it take?,Хорошо. Сколько времени займёт?,Está bien. ¿Cuánto tardará?,khorosho skolko vremeni zaymyot,esta bien kuanto tardara,зэтс файн хау лонг уил ит тэйк,эста бьен куанто тардара,dats fain jau long uil it teik,jorosho skolko vremeni zaimiot,NPC
42,9,6,One to three business days.,От одного до трёх рабочих дней.,De uno a tres días hábiles.,ot odnogo do tryokh rabochikh dney,de uno a tres dias abiles,уан ту зри бизнес дэйз,де уно а трес диас абилес,uan tu zri biznes deiz,ot odnogo do trioj rabochij dnei,User
43,10,1,Can I change my PIN number?,Могу я сменить PIN-код?,¿Puedo cambiar mi número PIN?,mogu ia smenit pin-kod,puedo kambiar mi numero pin,кэн ай чейндж май пин намбэр,пуэдо камбиар ми нумеро пин,ken ai cheinj mai pin namber,mogu ia smenit pin-kod,NPC
44,10,2,"Yes, at any ATM or inside the branch.","Да, в любом банкомате или внутри отделения.","Sí, en cualquier cajero o dentro de la sucursal.",da v lyubom bankomate ili vnutri otdeleniya,si en kualkier kahero o dentro de la sukursal,йес эт эни эйтим ор инсайд зэ брэнч,си эн куалькьер кахеро о дентро де ла сукурсаль,ies at eni eitim or insaid de brench,da v liubom bankomate ili vnutri otdeleniia,User
45,10,3,I'll do it at the ATM. Thanks!,Сделаю в банкомате. Спасибо!,Lo haré en el cajero. ¡Gracias!,sdelayu v bankomate spasibo,lo are en el kahero grasias,айл ду ит эт зэ эйтим сенкс,ло аре эн эль кахеро грасиас,ail du it at de eitim zanks,sdela iu v bankomate spasibo,NPC
46,10,4,You're welcome. Have a good day!,Пожалуйста. Хорошего дня!,De nada. ¡Que tengas un buen día!,pozhaluysta khoroshego dnya,de nada ke tengas un buen dia,юр уэлкам хэв э гуд дэй,де нада ке тенгас ун буэн диа,iur uelkam jev a gud dei,pozhaluista joroshego dnia,User
47,10,5,"Wait, one more thing—where's the nearest ATM?","Подождите, ещё одно—где ближайший банкомат?","Espera, una cosa más—¿dónde está el cajero más cercano?",podozhdite eshchyo odno—gde blizhayshiy bankomat,espera una kosa mas—donde esta el kahero mas serkano,уэйт уан мор зинг—уэрз зэ ниэрест эйтим,эспера уна коса мас—донде эста эль кахеро мас серкано,ueit uan mor zing—uerz de nierest eitim,podozhdite eshchio odno—gde blizhaishii bankomat,NPC
48,10,6,"Right outside, to your left.","Прямо снаружи, налево.","Justo afuera, a tu izquierda.",pryamo snaruzhi nalevo,justo afuera a tu iskyerda,райт аутсайд ту ёр лефт,хусто афвера а ту искьерда,rait autsaid tu ior left,priamo snaruzhi nalevo,User
