id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
37,9,1,Your essay is due next Friday.,Ваше эссе сдаётся в следующую пятницу.,Su ensayo vence el próximo viernes.,vashe esse sdayotsya v sleduyushchuyu pyatnitsu,su ensaio bense el proksimo biernes,ёр эссэй из дью некст фрайдэй,су энсайо венсе эль проксимо вьернес,ior essei iz diu nekst fraidei,vashe esse sdaiotsia v sleduiuschuiu piatnitsu,NPC
38,9,2,How many pages should it be?,Сколько страниц должно быть?,¿Cuántas páginas debe tener?,skolko stranits dolzhno byt,kuantas paginas debe tener,хау мэни пэйджиз шуд ит би,куантас пагинас дебе тенер,jau meni peidjiz shud it bi,skolko stranits doljno bit,User
39,9,3,"At least three, no more than five.","Минимум три, максимум пять.","Al menos tres, no más de cinco.",minimum tri maksimum pyat,al menos tres no mas de sinko,эт лист три ноу мор зэн файв,аль менос трес но мас де синко,et list tri nou mor den faiv,minimum tri maksimum piat,NPC
40,9,4,Double-spaced?,Через два интервала?,¿Doble espacio?,cherez dva intervala,doble espasio,дабл-спэйст,добле эспасьо,dabl-speist,cherez dva intervala,User
41,9,5,"Yes, and include references.","Да, и добавьте ссылки.","Sí, e incluye referencias.",da i dobavte ssylki,si e inkluye referensias,йес энд инклуд рефэрэнсэз,си э инклуйе референсиас,ies and inklud referensaz,da i dobavte ssilki,NPC
42,9,6,Got it. Thanks!,Понял. Спасибо!,Entendido. ¡Gracias!,ponyal spasibo,entendido grasias,гот ит сенкс,энтендидо грасиас,got it zenks,ponial spasibo,User
43,10,1,Thank you for the lecture. Questions?,Спасибо за лекцию. Вопросы?,Gracias por la conferencia. ¿Preguntas?,spasibo za lektsiyu voprosy,grasias por la konferensia preguntas,сенк ю фор зэ лекчэр квестчнз,грасиас пор ла конференсиа прегунтас,zank iu for de lekcher kuestchnz,spasibo za lektsiiu voprosi,NPC
44,10,2,How do you apply this in real life?,Как это применить в реальной жизни?,¿Cómo se aplica esto en la vida real?,kak eto primenit v realnoy zhizni,komo se aplica esto en la bida real,хау ду ю эплай зис ин рил лайф,комо се аплика эсто эн ла вида реаль,jau du iu eplai zis in ril laif,kak eto primenit v realnoi jizni,User
45,10,3,"Great question. In therapy, for example.","Отличный вопрос. Например, в терапии.","Gran pregunta. En terapia, por ejemplo.",otlichnyy vopros naprimer v terapii,gran pregunta en terapia por eksemplo,грейт квестчн ин зэраппи фор экзэмпл,гран прегунта эн терапиа пор эксемпло,greit kuestchn in derappi for ekzempl,otlichnii vopros naprimer v terapii,NPC
46,10,4,Does it work for children too?,Это работает и для детей?,¿Funciona también para niños?,eto rabotaet i dlya detey,funsiona tambien para ninos,даз ит уорк фор чилдрэн ту,фунсьона тамбьен пара ниньос,daz it uork for childr en tu,eto rabotaet i dlia detei,User
47,10,5,"Yes, with age-appropriate methods.","Да, с методами, подходящими по возрасту.","Sí, con métodos adecuados para la edad.",da s metodami podkhodyashchimi po vozrastu,si kon metodos adekuados para la edad,йес уиз эйдж-эпроприэт мэтходз,си кон методос адекуадос пара ла эдад,ies uid eidj-epropriet methodz,da s metodami podjodiashchimi po vozrastu,NPC
48,10,6,Very interesting. Thank you.,Очень интересно. Спасибо.,Muy interesante. Gracias.,ochen interesno spasibo,mui interesante grasias,вэри интерестинг сенк ю,муй интересанте грасиас,veri intersting zank iu,ochen interesno spasibo,User
