id,dialogue_id,dialogue_step,en_text,ru_text,es_text,ru_text_en,es_text_en,en_text_ru,es_text_ru,en_text_es,ru_text_es,speaker
11,4,1,"Hey there, I'm Alex. Who are you?","Привет, я Алекс. Кто ты?","Hola, soy Alex. ¿Quién eres?",privet ia aleks kto ti,ola soi aleks kien eres,хэй зэр айм алекс ху ар ю,ола сой алекс кьен эрес,jei der aim aleks ju ar iu,priviet ia aleks kto ti,NPC
12,4,2,"Hey Alex, I'm Jordan.","Привет, Алекс, я Джордан.","Hola Alex, soy Jordan.",privet aleks ia dzhordan,ola aleks soi jordan,хэй алекс айм джордан,ола алекс сой джордан,jei aleks aim yordan,priviet aleks ia dzhordan,User
13,4,3,"Cool, nice to meet you.","Круто, приятно познакомиться.","Genial, encantado de conocerte.",kruto priiatno poznakomitsia,jenial enkantado de konoserte,кул найс ту мит ю,хениаль энкантадо де коносерте,kul nais tu mit iu,kruto priiatno poznakomitsia,NPC
14,4,4,You too. What brings you here?,Тебе тоже. Что тебя сюда привело?,A ti también. ¿Qué te trae por aquí?,tebe tozhe chto tebia siuda privelo,a ti tamben ke te trae por aki,ю ту уот брингз ю хир,а ти тамбьен ке те траэ пор аки,iu tu guat brings iu jir,tebe tozhe chto tebia siuda privelo,User
15,5,1,"Hello, I'm Dr. Patel. And you are?","Здравствуйте, я доктор Пател. А вы?","Hola, soy el Dr. Patel. ¿Y usted?",zdravstvuite ia doktor patel a vi,ola soi el dr patel i usted,хэллоу айм доктор патэл энд ю ар,ола сой эль др патэль и устед,jelou aim doctor patel and iu ar,zdravstvuite ia doktor patel a vi,NPC
16,5,2,"Hello Dr. Patel, I'm Maria Gonzalez.","Здравствуйте, доктор Пател, я Мария Гонсалес.","Hola Dr. Patel, soy Maria Gonzalez.",zdravstvuite doktor patel ia mariia gonsales,ola dr patel soi maria gonsalez,хэллоу доктор патэл айм мария гонсалез,ола др патэль сой мария гонсалес,jelou doctor patel aim maria gonsales,zdravstvuite doktor patel ia mariia gonsales,User
17,5,3,"It's a pleasure to meet you, Maria.","Приятно познакомиться, Мария.","Es un placer conocerte, Maria.",priiatno poznakomitsia mariia,es un plaser konoserte maria,итс э плэжер ту мит ю мария,эс ун пласер коносерте мария,its a plesher tu mit iu maria,priiatno poznakomitsia mariia,NPC
18,5,4,The pleasure is mine. How are you?,Мне тоже приятно. Как вы?,El placer es mío. ¿Cómo estás?,mne tozhe priiatno kak vi,el plaser es mio komo estas,зэ плэжер из майн хау ар ю,эль пласер эс мио комо эстас,de plesher is main jau ar iu,mne tozhe priiatno kak vi,User
19,5,5,"I'm well, thank you. And yourself?","Хорошо, спасибо. А вы?","Estoy bien, gracias. ¿Y tú?",jorosho spasibo a vi,estoi bien grasias i tu,айм уэл сенк ю энд ёрселф,эстой бьен грасиас и ту,aim uel zank iu and iurself,jorosho spasibo a vi,NPC
20,5,6,"I'm fine, thanks.","Хорошо, спасибо.","Estoy bien, gracias.",jorosho spasibo,estoi bien grasias,айм файн сенкс,эстой бьен грасиас,aim fain zanks,jorosho spasibo,User
21,6,1,"Hi, my name is Tom. What's your name?","Привет, меня зовут Том. Как тебя зовут?","Hola, me llamo Tom. ¿Cómo te llamas?",privet menia zovut tom kak tebia zovut,ola me iamo tom komo te iamas,хай май нэйм из том уотс ёр нэйм,ола ме ямо том комо те ямас,jai mai neim is tom guats ior neim,priviet menia sovut tom kak tebia sovut,NPC
22,6,2,"Hi Tom, I'm Sophia.","Привет, Том, я София.","Hola Tom, soy Sophia.",privet tom ia sofiia,ola tom soi sofia,хай том айм софия,ола том сой софия,jai tom aim sofia,priviet tom ia sofiia,User
23,6,3,"Nice to meet you, Sophia. Where are you from?","Приятно познакомиться, София. Откуда ты?","Encantado de conocerte, Sophia. ¿De dónde eres?",priiatno poznakomitsia sofiia otkuda ti,enkantado de konoserte sofia de donde eres,найс ту мит ю софия уэр ар ю фром,энкантадо де коносерте софия де донде эрес,nais tu mit iu sofia guer ar iu from,priiatno poznakomitsia sofiia otkuda ti,NPC
24,6,4,I'm from Italy. And you?,Я из Италии. А ты?,Soy de Italia. ¿Y tú?,ia iz italii a ti,soi de italia i tu,айм фром итали энд ю,сой де италия и ту,aim from Itali and iu,ia iz italii a ti,User
25,6,5,I'm from the US.,Я из США.,Soy de los EE.UU.,ia iz ssha,soi de los eeuu,айм фром зэ юэс,сой де лос ээуу,aim from de iu es,ia iz ssha,NPC
26,6,6,That's interesting.,Это интересно.,Eso es interesante.,eto interesno,eso es interesante,зэтс интересинг,эсо эс интересанте,dats interesing,eto interesno,User
27,7,1,"Good afternoon, I'm Rebecca. May I know your name?","Добрый день, я Ребекка. Могу ли я узнать ваше имя?","Buenas tardes, soy Rebecca. ¿Puedo saber tu nombre?",dobrii den ia rebekka mogu li ia uznat vashe imia,buenas tardes soi rebeka puedo saber tu nombre,гуд афтернун айм ребекка мэй ай ноу ёр нэйм,буэнас тардес сой ребекка пуэдо сабер ту номбре,gud afternun aim rebeka mei ai nou ior neim,dobrii den ia rebekka mogu li ia uznat vashe imia,NPC
28,7,2,"Good afternoon, Rebecca. I'm Carlos.","Добрый день, Ребекка. Я Карлос.","Buenas tardes, Rebecca. Soy Carlos.",dobrii den rebekka ia karlos,buenas tardes rebeka soi karlos,гуд афтернун ребекка айм карлос,буэнас тардес ребекка сой карлос,gud afternun rebeka aim karlos,dobrii den rebekka ia karlos,User
29,7,3,Pleased to make your acquaintance.,Рад знакомству.,Encantado de conocerte.,rad znakomstvu,enkantado de konoserte,плизд ту мэйк ёр эквейнтэнс,энкантадо де коносерте,plisd tu meik ior akuaintans,rad znakomstvu,NPC
30,7,4,Same here. What do you do?,Взаимно. Чем вы занимаетесь?,Igualmente. ¿A qué te dedicas?,vzaimno chem vi zanimaietes,igualmente a ke te dedikas,сэйм хир уот ду ю ду,игуальменте а ке те дедикас,seim jir guat du iu du,vzaimno chem vi zanimaietes,User
31,7,5,I'm a teacher. You?,Я учитель. А вы?,Soy profesor. ¿Y tú?,ia uchitel a vi,soi profesor i tu,айм э тичер ю,сой профессор и ту,aim a ticher iu,ia uchitel a vi,NPC
32,7,6,I'm an engineer.,Я инженер.,Soy ingeniero.,ia inzhener,soi injeniero,айм эн энджинер,сой инхеньеро,aim an endyinir,ia inzhener,User
33,8,1,"Hey, I'm Jamie. What's up? Who are you?","Привет, я Джейми. Как дела? Кто ты?","Hola, soy Jamie. ¿Qué pasa? ¿Quién eres?",privet ia dzheimi kak dela kto ti,ola soi jaime ke pasa kien eres,хэй айм джейми уотс ап ху ар ю,ола сой хайме ке паса кьен эрес,jei aim yeimi guats ap ju ar iu,priviet ia dzheimi kak dela kto ti,NPC
34,8,2,"Hey Jamie, I'm Riley. Not much, you?","Привет, Джейми, я Райли. Ничего особенного, а у тебя?","Hola Jamie, soy Riley. No mucho, ¿y tú?",privet dzheimi ia raili nichego osobennogo a u tebia,ola jaime soi railei no mucho i tu,хэй джейми айм райли нот мач ю,ола хайме сой райли но мучо и ту,jei yeimi aim raili not mach iu,priviet dzheimi ia raili nichego osobennogo a u tebia,User
35,8,3,Chilling. Nice to meet you.,Отдыхаю. Приятно познакомиться.,Relajándome. Encantado de conocerte.,otdyjaiu priiatno poznakomitsia,relajandome enkantado de konoserte,чиллинг найс ту мит ю,релахандоме энкантадо де коносерте,chiling nais tu mit iu,otdyjaiu priiatno poznakomitsia,NPC
36,8,4,You too. How's your day going?,Тебе тоже. Как проходит твой день?,A ti también. ¿Cómo va tu día?,tebe tozhe kak projodit tvoi den,a ti tamben komo ba tu dia,ю ту хауз ёр дэй гоинг,а ти тамбьен комо ба ту диа,iu tu jaus ior dei going,tebe tozhe kak projodit tvoi den,User
37,8,5,Pretty good. Yours?,Довольно хорошо. А твой?,Bastante bien. ¿El tuyo?,dovolno jorosho a tvoi,bastante bien el tuio,претти гуд ёрс,бастанте бьен эль туйо,preti gud iors,dovolno jorosho a tvoi,NPC
38,8,6,Can't complain.,Не жалуюсь.,No me quejo.,ne zhaluius,no me kejo,кэнт комплейн,но ме кехо,kant komplein,ne zhaluius,User
39,9,1,"Hello, allow me to introduce myself. I'm Elizabeth from Marketing.","Здравствуйте, позвольте представиться. Я Элизабет из маркетинга.","Hola, permíteme presentarme. Soy Elizabeth del departamento de marketing.",zdravstvuite pozvolte predstavitsia ia elizabet iz marketinga,ola permitame presentarme soi elizabet del departamento de marketing,хэллоу эллау ми ту интродьюс майселф айм элизабет фром маркетинг,ола пермитаме презентарме сой элизабет дель департаменто де маркетинг,jelou alau mi tu introduz maiself aim elisabet from marketing,zdravstvuite pozvolte predstavitsia ia elizabet iz marketinga,NPC
40,9,2,"Hello Elizabeth, I'm David from Sales.","Здравствуйте, Элизабет, я Дэвид из отдела продаж.","Hola Elizabeth, soy David de ventas.",zdravstvuite elizabet ia devid iz otdela prodazh,ola elizabet soi david de bentas,хэллоу элизабет айм дэвид фром сэйлз,ола элизабет сой дэвид деベントас,jelou elisabet aim david from seils,zdravstvuite elizabet ia devid iz otdela prodazh,User
41,9,3,"It's great to meet you, David.","Отлично познакомиться, Дэвид.","Es genial conocerte, David.",otlichno poznakomitsia devid,es jenial konoserte david,итс грейт ту мит ю дэвид,эс хениаль коносерте дэвид,its greit tu mit iu david,otlichno poznakomitsia devid,NPC
42,9,4,Likewise. How long have you been with the company?,Взаимно. Сколько вы уже в компании?,Igualmente. ¿Cuánto tiempo llevas en la empresa?,vzaimno skolko vi uzhe v kompanii,igualmente kuanto tiempo iebas en la empresa,лайквайз хау лонг хэв ю бин виз зэ компани,игуальменте куанто тьемпо йебас эн ла эмпреса,laikuais jau long jav iu bin uid de kompani,vzaimno skolko vi uzhe v kompanii,User
43,9,5,About two years. And you?,Около двух лет. А вы?,Alrededor de dos años. ¿Y tú?,okolo dvukh let a vi,alrededor de dos anios i tu,эбаут ту йирс энд ю,альредедор де дос аньос и ту,abaut tu iirs and iu,okolo dvuj let a vi,NPC
44,9,6,Five years now.,Уже пять лет.,Cinco años ya.,uzhe piat let,sinko anios ia,файв йирс нау,синко аньос я,faiv iirs nau,uzhe piat let,User
45,9,7,That's impressive. What do you enjoy most about your role?,Это впечатляет. Что вам больше всего нравится в вашей роли?,Eso es impresionante. ¿Qué es lo que más disfrutas de tu rol?,eto vpechatliaet chto vam bolshe vsego nravitsia v vashei roli,eso es impresionan te ke es lo ke mas disfrutas de tu rol,зэтс импрессив уот ду ю энджиой мост эбаут ёр роул,эсо эс импресьонанте ке эс ло ке мас дисфрутас де ту роль,dats impresiv guat du iu enyoi most abaut ior rol,eto vpechatliaet chto vam bolshe vsego nravitsia v vashei roli,NPC
46,9,8,Meeting new clients.,Встречи с новыми клиентами.,Conocer nuevos clientes.,vstrechi s novymi klientami,konoser nuebos klientes,митинг нью клайентс,коносер нуэбос клиентес,miting niu klaients,vstrechi s novimi klientami,User
47,10,1,"Good evening, I'm Professor Lee. Pleased to meet you.","Добрый вечер, я профессор Ли. Рад познакомиться.","Buenas noches, soy el Profesor Lee. Encantado de conocerte.",dobrii vecher ia professor li rad poznakomitsia,buenas noches soi el profesor lee enkantado de konoserte,гуд ивнинг айм профессор ли плизд ту мит ю,буэнас ночес сой эль профессор ли энкантадо де коносерте,gud ivning aim profesor li plisd tu mit iu,dobrii vecher ia professor li rad poznakomitsia,NPC
48,10,2,"Good evening, Professor Lee. I'm Anna, a student here.","Добрый вечер, профессор Ли. Я Анна, студентка здесь.","Buenas noches, Profesor Lee. Soy Anna, una estudiante aquí.",dobrii vecher professor li ia anna studentka zdes,buenas noches profesor lee soi anna una estudiante aki,гуд ивнинг профессор ли айм анна э стьюдент хир,буэнас ночес профессор ли сой анна уна эстудианте аки,gud ivning profesor li aim ana a stiudent jir,dobrii vecher professor li ia anna studentka zdes,User
49,10,3,"Wonderful to meet you, Anna. What are you studying?","Замечательно познакомиться, Анна. Что ты изучаешь?","Maravilloso conocerte, Anna. ¿Qué estás estudiando?",zamechatelno poznakomitsia anna chto ti izuchaesh,marabiyoso konoserte anna ke estas estudiando,уандерфул ту мит ю анна уот ар ю стадиинг,марабильосо коносерте анна ке эстас эстудиандо,guanderful tu mit iu ana guat ar iu stadiing,zamechatelno poznakomitsia anna chto ti izuchaesh,NPC
50,10,4,I'm studying computer science. And you teach?,Я изучаю информатику. А вы преподаёте?,Estoy estudiando ciencias de la computación. ¿Y tú enseñas?,ia izuchaiu informatiku a vi prepodaete,estoi estudiando siensias de la komputasion i tu ensenias,айм стадиинг компьютер сайенс энд ю тич,эстой эстудиандо сиенсиас де ла компутасьон и ту энсеньяс,aim stadiing komputer saiens and iu tich,ia izuchaiu informatiku a vi prepodaete,User
51,10,5,"Yes, I teach advanced algorithms. Where are you from originally?","Да, я преподаю продвинутые алгоритмы. Откуда ты родом?","Sí, enseño algoritmos avanzados. ¿De dónde eres originariamente?",da ia prepodaiu prodvinutye algoritmy otkuda ti rodom,si ensenio algoritmos abansados de donde eres orijinalmente,йес ай тич эдванст элгоритмз уэр ар ю фром ориджинилли,си энсеньо алгоритмос абансадос де донде эрес орихинальменте,ies ai tich advanst algoritms guer ar iu from oriyinali,da ia prepodaiu prodvinutie algoritmi otkuda ti rodom,NPC
52,10,6,I'm from Canada. How about you?,Я из Канады. А вы?,Soy de Canadá. ¿Y tú?,ia iz kanady a vi,soi de kanada i tu,айм фром канада хау эбаут ю,сой де канада ау абаут ю,aim from kanada jau abaut iu,ia iz kanady a vi,User
53,10,7,I'm from South Korea. Have you been here long?,Я из Южной Кореи. Давно ли ты здесь?,Soy de Corea del Sur. ¿Llevas mucho tiempo aquí?,ia iz iuzhnoi korei davno li ti zdes,soi de korea del sur iebas mucho tiempo aki,айм фром саус кореа хэв ю бин хир лонг,сой де кореа дель сур йебас мучо тьемпо аки,aim from sauz korea jav iu bin jir long,ia iz iuzhnoi korei davno li ti zdes,NPC
54,10,8,Just started this semester.,Только начал этот семестр.,Acabo de empezar este semestre.,tolko nachal etot semestr,akabo de empesar este semestre,джаст стартед зис семестр,акабо де эмпесар эсте семестре,yast started dis semester,tolko nachal etot semestr,User
